"Case_IDs","SLC2A1","NTRK2","NDNF","SERPINB2","AP004608.1","NXPH4","TFAP2A","KRT13","AC116407.1","TOX3","TICRR","GRHL3","AP001972.5","GJB6","B4GALNT4","DPPA3P2","KRT16","MAP1LC3C","FAM83D","AC005537.2","RPS29P11","PITX1","E2F7","KCNMB2-AS1","AC027288.1","PDK4","GPR87","CHRNB4","ZIC2","LRRN4","DUSP9","GABRA3"
"TCGA-22-5474-01A",21.2634777788664,21.8338687912999,15.5998569496335,15.3774181889515,7.5960315635334,17.0545653632182,16.8718016426751,19.6990572580136,12.6281463749739,14.8543803772456,16.5597101100258,16.7808923268947,18.855019358353,19.2826564385814,16.664625064446,9.22933308489936,20.9262072298186,10.7538313758971,18.8762224884314,13.3017276931704,9.04982088080135,18.5097032439768,15.6747657574708,16.3220806350893,7.70197959127827,16.0349048434321,18.693642056788,15.7560540599994,16.557718877053,9.586872097645,16.2539254863061,16.0229158740842
"TCGA-J2-8192-01A",19.8089598825646,14.1000639499496,19.3900869815019,10.3960837206957,12.0565498569527,14.6629573743128,17.4418052520841,13.7182902931494,15.7979268580057,17.1495888877728,12.8048231855764,13.8948882721116,17.6725983632724,13.4258937679678,11.6887455345487,14.3438037960999,18.8188988009367,15.6575186347636,15.8713460299841,14.1283723382243,15.4023420212143,14.1275980487443,13.1770763881304,13.8667034100236,11.779186591695,16.7396493503068,16.3396238484608,12.1906451840293,13.2595348302353,15.1897579261924,12.1301165934059,13.4830944485435
"TCGA-69-7760-01A",20.4372313868539,13.8495426517628,18.2148797064354,8.87041483008788,15.7904944980226,18.7446558532596,17.4048936523027,13.5143276972086,15.5604703421821,18.2395899235432,15.3984357246013,15.6423778344709,17.1727014296952,11.425071517601,16.2416353482942,13.0729458907988,13.3868616810779,15.0188867368834,16.5255122012744,14.2241753872512,15.6642565030301,17.4844275660282,15.6972080835445,7.9558769926645,8.81676131517341,17.5131620200461,17.3816792436287,12.6682591812946,14.0259222239338,19.9633442354166,13.3741692117205,9.36960998771079
"TCGA-86-8669-01A",18.2927146011732,13.018623818531,16.2492440513335,9.3363334647244,15.7715777497268,15.8915315121298,14.8315274358454,8.95046949561148,13.9488192120338,19.0948394980628,13.9279211517325,12.4289038421528,18.6596926485167,11.5470131993706,13.1957887229576,15.6533516516394,10.864777983227,15.1454639985211,16.138394590333,12.1364043878782,14.9502987879022,12.6493692569311,13.7395710232403,15.3808346409867,13.0653025499855,17.7746967481605,8.93452013559904,11.2861464811233,8.71793868465138,15.6762869284463,10.1274267480933,8.01760959955979
"TCGA-55-6642-01A",19.9738028301889,12.9447446805205,16.4893764049323,9.23420226961548,14.0275329203173,16.6945671596359,16.8964375400006,11.9252084931081,14.4407944641955,16.0182829496175,14.6524591750327,13.7040656327014,19.9204107438802,12.8498181671844,16.4648795971839,15.313509553424,13.1097294758525,12.823982254445,18.2476820725612,10.2549080461153,13.938943767261,15.3482477556268,13.5850208056284,10.696651665451,13.8754276281122,17.1145589002435,9.71183294012878,11.6461373288988,9.87751843598729,13.3927577530266,10.6853063016263,7.41453332864163
"TCGA-78-7152-01A",17.9658210367965,14.5619113870953,20.4279686911162,9.80795744452857,12.1522097591382,11.6676629476713,15.6465278842065,18.0480459994226,16.4250994046718,16.5620583001616,14.2217637787814,14.0365228773638,20.8075274406925,8.59261980152134,16.1138003810365,13.6593595080558,14.4962201479673,13.8965087393259,15.7318335997724,7.58260445918953,16.8401345257315,18.5014575954894,13.0412073542678,14.9883915305681,9.80001420385454,17.2634378918116,12.2373862694319,13.1957887229576,12.2684548608863,18.218487384075,9.40631103374716,8.37477288943399
"TCGA-73-4670-01A",21.4653267637738,13.2206892964868,15.8891677102234,12.6682591812946,10.5942254703042,16.4525021017924,17.6279481439011,15.4029304022425,15.9980714610925,15.3990138931189,15.9126512270236,12.0631072663025,17.0137447444089,14.2568275079299,15.7660146950796,9.89260200512978,18.904519381522,13.0040918102552,17.5832296929968,13.1235314764266,11.8068547710177,18.918761515685,14.6368563019638,16.0418045356332,8.92866220370375,16.8474411861652,11.7976803742737,12.6417558925778,13.8212206509459,13.1811634186806,15.7880423611964,14.9587946727441
"TCGA-44-3398-01A",20.865018643158,16.562427101576,18.6526825904582,12.9640231407048,9.49150139911986,17.6646230970972,15.1381607619734,14.6475403408132,16.3111557164613,15.1078513179918,12.9861614730844,16.8895700446395,18.4875852093612,13.7853615891457,12.995124020404,12.2433715952394,20.9041964640816,16.4608888038694,14.6105628291197,8.73658786711669,16.0500649260839,15.7949513309465,12.9334343317091,10.7735473473166,10.1832212901418,17.8667401622561,18.403636482784,10.3898571817084,14.806736258657,14.6014415590282,12.1994706722464,8.91143551105978
"TCGA-64-5774-01A",19.0938555288758,11.9932073420866,15.0195190284976,10.9455104801817,13.8116830856029,18.4980907515175,14.7910988205053,9.77223980637141,14.0462200577475,18.6569674085761,15.4448942078666,12.1994706722464,17.2108557332102,9.04982088080135,18.6629050302954,10.9217779754153,13.1589902419164,14.7434011045879,18.0384894053836,12.7594580347619,14.3732499012096,19.742268670798,15.5196824924754,16.4071256325096,8.17711964362564,18.9118599822343,10.0017672592148,12.2803095012829,8.57912205131924,15.9131161331876,11.3002134596173,17.4555176775948
"TCGA-78-7146-01A",21.1619605218568,13.3556503436955,14.8973033402827,9.0554671278756,11.3968054709375,12.4702835542846,18.5002908439345,12.0972382134584,16.4709805134763,9.34543866084136,16.6329201066336,12.5450435480686,18.1661786707086,14.6825281606702,17.1180570156353,12.2285853101652,17.4008285825848,16.8100905002936,18.5869968354999,7.53908933663423,13.2361517460747,18.5052211592465,15.5712586602519,16.009072598951,15.2162227150759,17.4448311792956,17.7131704526391,15.2732708339539,10.6709643576898,15.1638286483102,16.783466249328,16.2140823524782
"TCGA-73-7498-01A",15.9183122796204,14.6390059082187,19.9149908973481,8.44340430085461,18.0815532780271,11.9391804856272,12.8757048956019,13.0981295704474,17.9601402656564,16.5330336851476,12.6079346081831,13.212395447547,20.7943621797492,11.4951117328888,12.1004405266248,15.588213391045,10.8235801147831,16.3383179853828,13.8246612379002,10.1658352885137,19.0215587148831,9.8811911102778,11.7683190965954,9.59116847534482,15.8891677102234,20.0353796582801,10.6709643576898,12.0483925668819,8.945003195625,17.4344167784536,9.40631103374716,8.99028979608741
"TCGA-97-A4M5-01A",19.2250286546278,14.4639102022979,18.8664375057229,10.8756652728033,15.0611245947699,11.1132066465118,16.5057127170238,15.7609990814286,15.956555005816,17.3931175804394,13.4170958246769,13.7244934015135,20.897395533135,10.3383206221127,10.7594537678359,12.5369877106978,13.290686912558,17.1229230848815,15.9226028959599,10.731287230794,15.6987489245741,16.1682765390443,12.4029799942668,11.8177306633673,12.023612580239,19.3883892000966,12.9684706626553,10.1969246762704,7.53908933663423,16.0219946687,10.3898571817084,12.6355826794984
"TCGA-78-7158-01A",16.3628342889501,14.6524591750327,19.0134158354602,9.42888607513598,14.4146589541694,12.4029799942668,16.1962049986976,12.696748144829,16.9004135946715,15.1754240147052,14.6996751781925,13.199947526699,18.1191703368958,17.1263905114481,14.5502747674337,14.1364225185684,11.3815201685148,13.4499161431494,15.3733965343602,10.0206624610909,16.4689472209541,15.861230834161,13.56659199843,9.44722543892459,9.36493938068545,15.7363764311169,8.91143551105978,10.1658352885137,12.0467223268869,15.9206857125033,12.4905313860395,8.14134848088747
"TCGA-78-8655-01A",19.1241038898511,15.0422655407968,18.5193955340347,10.7511350304254,11.5470131993706,11.2909806406003,18.6193952970399,11.8013304570653,16.1262546894625,17.0915931618,13.8220783603097,12.7104552233064,17.2177189823371,20.1276256405811,14.7371197376146,13.5180811410385,16.3446754611984,15.5550798825429,15.0056709298828,8.12261191710238,17.5902300559847,16.5420979803001,13.2585616493538,10.7960086200894,11.7922991337678,17.1599773689441,17.8926306231178,10.966648845894,17.8694231687025,14.0520561477017,11.6965801665653,8.79890391088879
"TCGA-55-7725-01A",17.3357575836443,20.7092142012132,18.6050879377616,7.44682698400795,17.3022076196531,9.72419253495313,18.2611411719584,12.1964566881719,17.0073934428326,17.3303487313125,13.5295227523071,13.3868616810779,18.3490802770324,12.5064718079546,15.0617960909871,12.4931347173703,16.518369726896,14.2606945426952,14.2916225625685,8.82255298769571,18.5186476207759,16.3022455846227,12.8943186281272,8.4281730603867,11.6038048107905,16.8932042144965,9.78009662312844,11.0685264825625,11.0231730352299,15.6072826741022,14.6162686116984,8.30366206698314
"TCGA-91-8497-01A",16.9338302863413,13.8864343210049,18.1963565290246,10.3212672223097,16.7590573748924,15.5615371514035,14.4072511004163,8.17711964362564,15.5540071389573,17.9665268794882,12.0857557430059,11.1229666730052,20.2549564750857,10.3147500066167,11.1180179913432,12.8404471350096,11.1155959853153,16.3442743265607,14.0003902309478,10.8180247356079,16.6332959608293,16.079305271337,11.065965021912,9.3363334647244,11.412315996729,20.8175108694889,9.14380885383121,8.83427648283946,10.555148168232,15.8119511290578,8.99028979608741,9.94598177512678
"TCGA-50-5066-02A",19.2027430506117,15.0044118766799,15.6366332942774,8.76735402438516,14.7099890197674,13.8746011808792,14.7106866211542,14.9704742156271,14.6454262642198,11.2450680758665,15.0876559732828,14.3778635045724,20.2439590603669,12.0516173801912,13.963342796852,12.8346201126079,16.9563538827856,14.7336551910377,17.2662011443196,8.52304838507355,14.5920296426851,13.8778947836855,14.8093214719342,14.4505518918697,9.01735939560233,19.10604293865,13.71920512648,11.1620230127483,12.3642630642238,13.7932858847676,14.4786283355666,10.8513080776166
