"Case_IDs","S1PR5","AC236972.3","KRT13","AP004608.1","NXPH4","TFAP2A","NTRK2","GRHL3","TOX3","TICRR","SERPINB2","AC116407.1","AP001972.5","MUC21","SLC2A1","KRT16","B4GALNT4","GABRA3","MAP1LC3C","E2F7","GJB6","PITX1","RPS29P11","GNGT1","AC027288.1","GPR87","DUSP9","LRRN4","AC005537.2","CHRNB4","ZIC2","BBOX1-AS1"
"TCGA-22-5474-01A",18.3090774943972,7.73978462690775,19.6990572580136,7.5960315635334,17.0545653632182,16.8718016426751,21.8338687912999,16.7808923268947,14.8543803772456,16.5597101100258,15.3774181889515,12.6281463749739,18.855019358353,12.1660977400696,21.2634777788664,20.9262072298186,16.664625064446,16.0229158740842,10.7538313758971,15.6747657574708,19.2826564385814,18.5097032439768,9.04982088080135,15.054961242092,7.70197959127827,18.693642056788,16.2539254863061,9.586872097645,13.3017276931704,15.7560540599994,16.557718877053,14.9980219258883
"TCGA-J2-8192-01A",13.3309677673646,12.011743575011,13.7182902931494,12.0565498569527,14.6629573743128,17.4418052520841,14.1000639499496,13.8948882721116,17.1495888877728,12.8048231855764,10.3960837206957,15.7979268580057,17.6725983632724,21.7225889466226,19.8089598825646,18.8188988009367,11.6887455345487,13.4830944485435,15.6575186347636,13.1770763881304,13.4258937679678,14.1275980487443,15.4023420212143,13.032575911235,11.779186591695,16.3396238484608,12.1301165934059,15.1897579261924,14.1283723382243,12.1906451840293,13.2595348302353,15.1999958764871
"TCGA-69-7760-01A",13.1118004778201,14.7350313359163,13.5143276972086,15.7904944980226,18.7446558532596,17.4048936523027,13.8495426517628,15.6423778344709,18.2395899235432,15.3984357246013,8.87041483008788,15.5604703421821,17.1727014296952,18.0654582475656,20.4372313868539,13.3868616810779,16.2416353482942,9.36960998771079,15.0188867368834,15.6972080835445,11.425071517601,17.4844275660282,15.6642565030301,15.6757963205903,8.81676131517341,17.3816792436287,13.3741692117205,19.9633442354166,14.2241753872512,12.6682591812946,14.0259222239338,14.9375183585792
"TCGA-86-8669-01A",13.4661333018986,13.5758204852756,8.95046949561148,15.7715777497268,15.8915315121298,14.8315274358454,13.018623818531,12.4289038421528,19.0948394980628,13.9279211517325,9.3363334647244,13.9488192120338,18.6596926485167,18.2699678936153,18.2927146011732,10.864777983227,13.1957887229576,8.01760959955979,15.1454639985211,13.7395710232403,11.5470131993706,12.6493692569311,14.9502987879022,14.9966791063782,13.0653025499855,8.93452013559904,10.1274267480933,15.6762869284463,12.1364043878782,11.2861464811233,8.71793868465138,11.5592112121426
"TCGA-55-6642-01A",13.5228833366683,9.23420226961548,11.9252084931081,14.0275329203173,16.6945671596359,16.8964375400006,12.9447446805205,13.7040656327014,16.0182829496175,14.6524591750327,9.23420226961548,14.4407944641955,19.9204107438802,20.5557565919333,19.9738028301889,13.1097294758525,16.4648795971839,7.41453332864163,12.823982254445,13.5850208056284,12.8498181671844,15.3482477556268,13.938943767261,10.3992233930165,13.8754276281122,9.71183294012878,10.6853063016263,13.3927577530266,10.2549080461153,11.6461373288988,9.87751843598729,13.3975830771664
"TCGA-78-7152-01A",12.7239182223812,9.91912838120486,18.0480459994226,12.1522097591382,11.6676629476713,15.6465278842065,14.5619113870953,14.0365228773638,16.5620583001616,14.2217637787814,9.80795744452857,16.4250994046718,20.8075274406925,22.1455302266082,17.9658210367965,14.4962201479673,16.1138003810365,8.37477288943399,13.8965087393259,13.0412073542678,8.59261980152134,18.5014575954894,16.8401345257315,12.9548652638098,9.80001420385454,12.2373862694319,9.40631103374716,18.218487384075,7.58260445918953,13.1957887229576,12.2684548608863,9.75216931610374
"TCGA-73-4670-01A",12.041757344103,9.29847915009434,15.4029304022425,10.5942254703042,16.4525021017924,17.6279481439011,13.2206892964868,12.0631072663025,15.3990138931189,15.9126512270236,12.6682591812946,15.9980714610925,17.0137447444089,15.3274506386811,21.4653267637738,18.904519381522,15.7660146950796,14.9587946727441,13.0040918102552,14.6368563019638,14.2568275079299,18.918761515685,11.8068547710177,9.57857043456441,8.92866220370375,11.7976803742737,15.7880423611964,13.1811634186806,13.1235314764266,12.6417558925778,13.8212206509459,12.2642127231126
"TCGA-44-3398-01A",13.8599243134842,13.1351875806476,14.6475403408132,9.49150139911986,17.6646230970972,15.1381607619734,16.562427101576,16.8895700446395,15.1078513179918,12.9861614730844,12.9640231407048,16.3111557164613,18.4875852093612,19.4839443265325,20.865018643158,20.9041964640816,12.995124020404,8.91143551105978,16.4608888038694,12.9334343317091,13.7853615891457,15.7949513309465,16.0500649260839,7.4309938309868,10.1832212901418,18.403636482784,12.1994706722464,14.6014415590282,8.73658786711669,10.3898571817084,14.806736258657,11.1229666730052
"TCGA-64-5774-01A",13.2947009718777,11.5510378708295,9.77223980637141,13.8116830856029,18.4980907515175,14.7910988205053,11.9932073420866,12.1994706722464,18.6569674085761,15.4448942078666,10.9455104801817,14.0462200577475,17.2108557332102,14.6071169152938,19.0938555288758,13.1589902419164,18.6629050302954,17.4555176775948,14.7434011045879,15.5196824924754,9.04982088080135,19.742268670798,14.3732499012096,14.5705028236359,8.17711964362564,10.0017672592148,11.3002134596173,15.9131161331876,12.7594580347619,12.2803095012829,8.57912205131924,15.641863721734
"TCGA-78-7146-01A",14.3368808341394,9.3363334647244,12.0972382134584,11.3968054709375,12.4702835542846,18.5002908439345,13.3556503436955,12.5450435480686,9.34543866084136,16.6329201066336,9.0554671278756,16.4709805134763,18.1661786707086,21.9375176704103,21.1619605218568,17.4008285825848,17.1180570156353,16.2140823524782,16.8100905002936,15.5712586602519,14.6825281606702,18.5052211592465,13.2361517460747,13.8625121317921,15.2162227150759,17.7131704526391,16.783466249328,15.1638286483102,7.53908933663423,15.2732708339539,10.6709643576898,15.0725044345191
"TCGA-73-7498-01A",11.3946255815652,14.9601263221694,13.0981295704474,18.0815532780271,11.9391804856272,12.8757048956019,14.6390059082187,13.212395447547,16.5330336851476,12.6079346081831,8.44340430085461,17.9601402656564,20.7943621797492,17.8738102147834,15.9183122796204,10.8235801147831,12.1004405266248,8.99028979608741,16.3383179853828,11.7683190965954,11.4951117328888,9.8811911102778,19.0215587148831,9.69973353954605,15.8891677102234,10.6709643576898,9.40631103374716,17.4344167784536,10.1658352885137,12.0483925668819,8.945003195625,9.27423481235235
"TCGA-97-A4M5-01A",13.8194890939265,12.0939022822201,15.7609990814286,15.0611245947699,11.1132066465118,16.5057127170238,14.4639102022979,13.7244934015135,17.3931175804394,13.4170958246769,10.8756652728033,15.956555005816,20.897395533135,15.8737688859902,19.2250286546278,13.290686912558,10.7594537678359,12.6355826794984,17.1229230848815,12.4029799942668,10.3383206221127,16.1682765390443,15.6987489245741,10.0462482095704,12.023612580239,12.9684706626553,10.3898571817084,16.0219946687,10.731287230794,10.1969246762704,7.53908933663423,13.2745846078182
"TCGA-78-7158-01A",12.7953183511961,13.8280573413203,12.696748144829,14.4146589541694,12.4029799942668,16.1962049986976,14.6524591750327,13.199947526699,15.1754240147052,14.6996751781925,9.42888607513598,16.9004135946715,18.1191703368958,17.3103510331582,16.3628342889501,11.3815201685148,14.5502747674337,8.14134848088747,13.4499161431494,13.56659199843,17.1263905114481,15.861230834161,16.4689472209541,10.524537431436,9.36493938068545,8.91143551105978,12.4905313860395,15.9206857125033,10.0206624610909,10.1658352885137,12.0467223268869,7.46303616931544
"TCGA-78-8655-01A",13.1351875806476,12.6091795452478,11.8013304570653,11.5470131993706,11.2909806406003,18.6193952970399,15.0422655407968,12.7104552233064,17.0915931618,13.8220783603097,10.7511350304254,16.1262546894625,17.2177189823371,18.4222464268288,19.1241038898511,16.3446754611984,14.7371197376146,8.79890391088879,15.5550798825429,13.2585616493538,20.1276256405811,16.5420979803001,17.5902300559847,9.0823455157931,11.7922991337678,17.8926306231178,11.6965801665653,14.0520561477017,8.12261191710238,10.966648845894,17.8694231687025,9.41076142565439
"TCGA-55-7725-01A",13.7564063735838,13.1363003102286,12.1964566881719,17.3022076196531,9.72419253495313,18.2611411719584,20.7092142012132,13.3868616810779,17.3303487313125,13.5295227523071,7.44682698400795,17.0073934428326,18.3490802770324,20.3360435166157,17.3357575836443,16.518369726896,15.0617960909871,8.30366206698314,14.2606945426952,12.8943186281272,12.5064718079546,16.3022455846227,18.5186476207759,8.57912205131924,11.6038048107905,9.78009662312844,14.6162686116984,15.6072826741022,8.82255298769571,11.0685264825625,11.0231730352299,10.7340221564579
"TCGA-91-8497-01A",10.7256933470225,13.5096809153487,8.17711964362564,16.7590573748924,15.5615371514035,14.4072511004163,13.8864343210049,11.1229666730052,17.9665268794882,12.0857557430059,10.3212672223097,15.5540071389573,20.2549564750857,16.2243970574667,16.9338302863413,11.1155959853153,11.1180179913432,9.94598177512678,16.3442743265607,11.065965021912,10.3147500066167,16.079305271337,16.6332959608293,11.5305260109709,11.412315996729,9.14380885383121,8.99028979608741,15.8119511290578,10.8180247356079,8.83427648283946,10.555148168232,11.642321041025
"TCGA-50-5066-02A",13.6656553878847,8.55889365266105,14.9704742156271,14.7099890197674,13.8746011808792,14.7106866211542,15.0044118766799,14.3778635045724,11.2450680758665,15.0876559732828,8.76735402438516,14.6454262642198,20.2439590603669,19.8477284649559,19.2027430506117,16.9563538827856,13.963342796852,10.8513080776166,14.7336551910377,14.8093214719342,12.0516173801912,13.8778947836855,14.5920296426851,9.33134135297814,9.01735939560233,13.71920512648,14.4786283355666,13.7932858847676,8.52304838507355,11.1620230127483,12.3642630642238,10.79042833644
"TCGA-80-5608-01A",10.5307568716776,12.358583442569,11.3298103465161,16.9212540915732,14.3951637862289,14.6622596710557,13.6154273423837,12.1753448229971,18.0626572473191,15.1564990401483,9.7559552521009,16.0012987402253,18.9308464726393,19.4909259766717,17.9698702874251,13.6263913683406,16.6221409415124,8.63927664622713,14.7254287316504,14.0766103242837,12.7642304238954,16.7646021403093,15.8776294165281,15.1307760381225,10.9718021633696,10.5370568323544,8.81084612882883,14.8816524297525,8.17711964362564,9.56594064612437,9.39237415648424,14.7183906166341
"TCGA-39-5027-01A",19.1519181321658,9.17988529928435,21.3593597406782,10.8540885933854,18.1627087119991,17.863668665072,23.2802635463475,17.9913275136474,14.3717853418766,17.2447309279659,14.2037972227097,14.6064335690424,16.4941742755984,15.4304637079479,21.5941380850559,21.0720458189136,16.9638341421394,17.9675310723103,7.78876146744659,17.0531600800536,21.1247322054131,20.2519565846885,13.9658223926364,15.8247285418328,10.0129697379956,17.609911396785,16.3920116995047,13.3858450891987,14.605712865005,13.8037203413649,18.4590268572787,16.4822128127981
"TCGA-66-2800-01A",17.6499575318652,11.5897642211395,17.290309235528,7.73978462690775,18.4970244976463,17.1138597563153,22.7468578945047,17.4977680891831,11.4635275335034,15.8839236986286,16.1730661217365,14.9104181726421,17.3327136915502,14.4617090557825,23.4574438626498,21.7845032607627,16.6051940455194,16.7842157052532,14.64610802044,16.3300075143475,20.2642960329121,19.5333871391832,13.2656500881015,14.9516099049253,8.55192449257743,17.594213690155,16.5600900757783,14.8749423790487,11.8248675507322,11.9866304953137,15.6961870971829,14.807382237123
"TCGA-98-8023-01A",15.9400285015998,8.77384676000073,21.0777426907706,8.47304504280534,14.2778537730267,17.8345067429956,20.387269419324,15.7120336601602,9.66272766879145,16.8859446632177,12.7724999557114,12.9572638472888,17.538534979072,9.18484853317538,20.5815873276792,24.7207686930328,15.4158547398328,17.245753535298,11.3572051880643,16.6493491364148,18.7880371779087,16.9928812991089,11.5714040777971,14.114036000257,9.31765451365998,18.1873426636306,13.2715606339895,10.7340221564579,15.4521816610081,14.5303052982725,12.4550644241775,16.1213190495816
"TCGA-66-2788-01A",16.9079839046528,7.66421082371796,23.9921146471155,7.88030734588445,18.1294416006209,17.6396195298505,20.5400972394059,17.5586159493648,11.6696009286024,15.8059640514338,16.2770619473425,11.444322102611,16.4605013492412,13.6575367141758,23.0052872216787,23.9759239321818,15.9301484824018,15.076358440306,13.5877813587364,16.2132402604376,19.8882222204929,20.0953544632372,10.6936761020636,14.4445835206833,7.08480161735107,18.6112393694187,15.2790973777036,12.9651812979562,13.0129191114158,14.0437563320133,9.23420226961548,15.2890721910819
"TCGA-60-2726-01A",18.9975495359971,10.5457602125632,22.5382862437578,7.32845507886624,16.8641675594113,18.0534681823827,21.3411732019371,14.7190657305476,9.28892184950491,18.1205017344067,10.1067910439581,11.3836534997864,16.251362618753,9.42429173158885,20.1340592110059,19.879178584866,18.0456753444554,15.6747657574708,12.9197870034726,16.2261173608283,19.085395150399,21.3029247888911,11.3113598447084,14.9342099428081,8.52304838507355,19.5013710332941,16.2680747642314,11.4464261906947,16.0797353280919,15.9994842014795,9.71183294012878,16.143664288658
"TCGA-63-A5MM-01A",16.8707047342089,10.0888785890714,20.4732526494787,6.24905430167937,13.5711784805945,18.2430934821788,16.3903266675088,14.9257413246229,7.32845507886624,15.9873840947114,19.4341534765163,11.9042183578684,16.9892810744973,11.8140990013854,21.2430484590058,21.3954848978805,10.7423278602054,10.2206493231804,14.041334205971,16.7727616789819,13.9829997487191,18.1689856764114,11.9898538910857,14.4734968867901,9.71586823396981,19.0774817064636,15.8242426968021,14.8012639334955,10.8567510815494,11.607847283812,15.1509494553319,11.0257464815366
"TCGA-77-7338-01A",18.9557707786952,9.81177887805533,18.2699678936153,7.44682698400795,16.6225396177081,18.2812332691742,23.3030286507746,17.1322995834375,11.6539193115351,16.0730144655358,17.1169985401483,13.0554845200548,17.1381573258191,14.457982997312,24.075378523791,22.2916878262331,16.6032561360587,16.217497069919,12.1950388563167,16.9978405168155,22.1002458169465,18.4719339290697,13.9364615163135,15.1239354262964,9.20953742906414,19.3286369441006,15.8867799874782,14.681170196435,13.2029632240733,14.3862580865677,16.8045531706829,14.7964603114935
"TCGA-56-7222-11A",13.4248211766067,17.7358921530826,16.0909553149325,10.335072188306,10.6677413991992,12.2950450434729,17.5031477059695,11.5753782867274,14.8862864727495,11.7571838355842,9.33134135297814,19.8367473962514,21.2543117937335,16.796767662392,15.9169044339711,15.2455864155271,10.612366343994,7.68954679476839,15.5229794475087,10.5523094435912,12.1162308702785,12.3600972380873,19.0125086554773,7.97659171680291,14.0105835044744,11.0132098635632,11.2659202410938,17.6406111736395,6.64817597251022,7.15136299405279,10.7256933470225,6.75636614039327
"TCGA-98-A538-01A",18.461231276433,9.28388285571551,25.5085662744271,7.46303616931544,19.2641049419505,18.5978110154153,21.512022071944,18.0544915017087,10.5095111863172,17.2022768501841,17.458251867547,13.1589902419164,15.9287456352574,15.7780351866443,24.3533174143794,20.5083255933253,17.7182191971659,14.8663768611572,12.0565498569527,16.1320985540859,19.3328060979918,22.0405447529162,9.99063253751274,16.1093637399831,8.2200394400064,18.4148742428783,16.3578872680911,10.6795443902383,12.6992117976849,14.5475204935511,16.3374888312284,16.295539444838
"TCGA-77-7465-01A",18.3406058497107,8.14134848088747,22.0836759169143,8.13212861237112,17.7094921027736,19.6793746598416,20.2259819309092,14.2630487129266,11.5035331748234,16.8928441471763,13.3368122660519,14.1723174903093,17.4461540872828,14.1659446968582,20.7574037022883,21.2068129362179,15.1951150127553,12.3357739561691,12.3401110720142,17.2501827551544,18.3793302779538,17.4176181654705,10.7227321501549,15.4114435355365,8.69174277028819,16.7002466193535,14.9522659919476,13.0883604762628,13.6941930386621,13.6254447157849,18.9738500223291,14.5439908026228
"TCGA-77-7139-01A",19.4313004739758,8.62596492669587,17.2163394401708,6.98914616428704,14.7931353871416,18.5160716016,23.1700617562949,18.3891258383424,10.291314505803,16.7344440928766,18.6093094959096,11.3637991354457,15.5675742633544,8.35244962648132,20.7247505524726,21.8059392790867,16.9366980474746,16.1343067462826,10.4753197750835,16.515996163427,18.4767772569843,18.7197031230186,10.7142211476927,15.685325165872,8.65264023285861,17.3303487313125,16.5549863673829,14.5640448902176,13.4812368678979,9.88902066784961,17.2927057141065,15.2017895934015
