"Case_IDs","S1PR5","AC236972.3","KRT13","TFAP2A","AP001972.5","AP004608.1","NXPH4","NTRK2","TOX3","TICRR","GRHL3","AC116407.1","SERPINB2","KRT16","MUC21","MAP1LC3C","SLC2A1","GJB6","GABRA3","B4GALNT4","DPPA3P2","DUSP9","PITX1","RPS29P11","FGFBP2","E2F7","AC005537.2","GPR87","AC027288.1","GNGT1","PCDHA12","FOXE1"
"TCGA-85-A50Z-01A",18.3360162212015,10.9589296249641,20.562322040328,19.7910612611028,16.3094758011762,7.27238515646929,18.2564961785718,18.9787300288431,13.3190180433233,16.9974855709851,16.8906403303404,13.3447481643783,12.4154810156173,20.6649708865391,13.1988330694459,9.90796941472312,24.4389202093259,20.8965302942856,15.4125505219876,17.0549164178855,12.6091795452478,14.6211429415202,21.9230642031379,13.0817122547441,11.9831997486707,16.3644963363904,13.7334721552569,17.5007793923551,10.6649477767556,15.6392147890752,10.4153132805212,18.6562191898667
"TCGA-56-8305-01A",16.3022455846227,7.9668418084065,18.6333989004725,18.5477958474033,14.3498711877414,7.9668418084065,17.298122731698,21.4117461234039,7.70197959127827,16.3220806350893,17.7188799562811,11.5878168238505,17.5655721676901,24.6187253650185,12.4798239570918,13.2279839624033,22.7816373829499,21.3679067639059,16.5791933715026,17.704891876835,9.53974500932411,16.9985497708086,17.5532235988527,11.847997604204,19.4262774930102,17.6225815573982,13.5711784805945,18.9131680994214,8.51575674162051,15.7685775368823,11.5733626700114,18.9912797281482
"TCGA-69-7974-01A",11.7646312665962,13.0739844014646,15.6838390220722,16.8989723014921,19.4038538668871,14.2014452289758,10.886384846664,14.245198626742,16.6968254457927,15.6172779964669,12.230001251822,15.7890009285193,10.524537431436,11.8410115065757,22.1865140480369,15.5486540694517,20.3678638506619,13.6447235508064,9.15383823200399,9.69568793408673,14.4505518918697,8.52304838507355,17.8378737694391,16.8612894756809,10.9102204075821,14.0169702192698,11.3989725759683,11.9915613815638,12.5884238500054,8.99561672215288,14.3133475420802,17.6879334297018
"TCGA-55-8203-01A",12.1860687771811,9.67132451019268,12.0696344775524,15.2890721910819,20.2200357059395,16.686988749265,13.9430829873795,13.0500506780468,19.0392796525752,13.8837864880284,13.8520825897337,14.4333486770693,10.5883971193525,13.7555334540896,18.0099401908836,12.9794667928722,18.322745088506,11.8851632516041,7.70197959127827,18.1446738914524,10.9691701472715,9.33134135297814,18.0381607885352,13.8914202580672,11.7811228009853,13.3398418085681,8.22852395469424,11.8159029273129,9.88902066784961,9.22933308489936,12.7821447518481,10.1170718951708
"TCGA-75-5147-01A",12.9515217652083,9.22933308489936,10.5340851509914,14.9794704621006,18.5885178564787,16.6344446673605,17.3493316636161,16.016940953247,14.8005367305907,14.3695779057736,13.6647745504735,14.4415822032696,8.82255298769571,14.2992802923263,17.5628972084511,15.0973573919998,19.7614620127975,12.3373079225325,16.9531305519011,16.1294073248131,14.0275329203173,13.4891415520574,15.5744940813313,12.3213280789685,9.87385534579725,13.8376567986097,13.8081171758079,15.5438601365815,7.89153025387399,14.0594178148046,11.6945546376713,11.9356190834158
"TCGA-75-5126-01A",13.1569804436202,12.8943186281272,12.9425849373297,15.8815178600278,18.2127937382104,8.31173377326024,17.8865356737366,13.435642402221,13.7529328657127,14.9190971989018,14.3171926531331,16.2697641216309,10.0746337039972,13.0479293015294,14.619782390894,15.3819799653924,20.7621516404196,10.8261838362749,7.94584203817717,14.8267804458961,12.5934680980278,11.3859530262544,18.1181476882476,15.4704190122064,12.3502397372846,15.6668209462024,8.51575674162051,18.0218154651873,11.3902511345207,13.3368122660519,10.0353516603603,13.4072874449803
"TCGA-73-4677-01A",13.130960379097,15.3762545099175,17.4280429031492,15.0474241502947,20.9449146336457,13.25745258018,10.9162437188652,14.9394352320625,14.2444126802201,12.4126422759544,12.597497903243,17.9872394354362,11.0056936079996,13.8401409831344,18.9690112966534,16.3321243500168,17.4162677215153,9.80001420385454,9.04465659286543,10.7024484137618,17.0773009267436,9.93445803542442,17.4531669353445,15.3711932535601,13.0642020612135,11.3572051880643,6.90921321499303,12.7977714625484,15.2222553081169,7.83448098398445,14.8422473504875,12.6744265650715
"TCGA-33-4582-01A",16.3483503144084,10.3481885107938,23.5978325172862,19.0765706024763,15.0574512048657,7.39856884719213,18.0368346442021,22.3508232346503,17.0169249378873,15.9159539341782,15.9428663990563,13.4859982804189,15.4516373035523,22.2105258411158,14.4026554363141,8.91722683515691,24.1098388695886,20.4831119031586,16.9402669450883,16.6745232075731,10.0852342285999,16.40835481424,22.1397805044138,13.7227683570774,10.8347519770499,15.9761344691063,14.9986593659948,16.81341684384,8.41342430527292,14.9594679561068,10.1414714197742,18.1568268324077
"TCGA-43-7657-01A",17.8411705771101,9.63798043427323,23.2387477759362,17.6289275180002,16.8379505977165,6.00486771680658,18.6877553374824,21.4177492126841,14.9017727497152,16.5819192052379,15.6869000435617,12.4195072342032,11.8462837815832,20.7537994473681,9.64645725797402,11.0632393264204,23.1204602197358,20.0361991684836,15.3626874983899,17.2627702019721,10.4783860877394,19.4511851951419,19.2002310420896,10.731287230794,17.5121728151671,17.3749704214574,14.503516928561,19.7409073234233,8.05670116797938,15.5103737110264,13.6877595581042,19.7989938334747
"TCGA-44-4112-01B",12.634319633465,10.4507138620966,12.6633340531687,17.2081195411026,20.067134685969,13.6235766626062,9.25929986231441,14.8789835651521,16.1036273681707,14.4772048050735,11.7994651547653,16.0054168527268,9.57439517210438,11.1884717482683,21.4628564448765,15.8148561469878,19.0101933048238,8.66607800602438,8.39063207814666,17.2515614860115,12.2359267331069,12.5369877106978,15.8486390843002,20.2786664941706,9.3601761618222,14.5690300059497,8.67259321626615,10.8701587221822,14.4925837901506,10.9561972794574,13.5785717331197,16.3944918157167
