"Case_IDs","SLC2A1","NTRK2","TOX3","NXPH4","TFAP2A","KRT13","TICRR","AC116407.1","AP001972.5","GRHL3","MUC21","GJB6","KRT16","B4GALNT4","LRRN4","E2F7","AC005537.2","PITX1","DUSP9","GABRA3","AC027288.1","FAM83D","GPR87","RPS29P11","GNGT1","MAP1LC3C","PCDHA12","HOXC13","TNS4","ZIC2","FOXE1","AC008268.1"
"TCGA-22-5474-01A",21.2634777788664,21.8338687912999,14.8543803772456,17.0545653632182,16.8718016426751,19.6990572580136,16.5597101100258,12.6281463749739,18.855019358353,16.7808923268947,12.1660977400696,19.2826564385814,20.9262072298186,16.664625064446,9.586872097645,15.6747657574708,13.3017276931704,18.5097032439768,16.2539254863061,16.0229158740842,7.70197959127827,18.8762224884314,18.693642056788,9.04982088080135,15.054961242092,10.7538313758971,8.84037028080309,15.0075094972901,18.5141798512144,16.557718877053,20.4696433509586,8.38316899885186
"TCGA-J2-8192-01A",19.8089598825646,14.1000639499496,17.1495888877728,14.6629573743128,17.4418052520841,13.7182902931494,12.8048231855764,15.7979268580057,17.6725983632724,13.8948882721116,21.7225889466226,13.4258937679678,18.8188988009367,11.6887455345487,15.1897579261924,13.1770763881304,14.1283723382243,14.1275980487443,12.1301165934059,13.4830944485435,11.779186591695,15.8713460299841,16.3396238484608,15.4023420212143,13.032575911235,15.6575186347636,14.2678013048422,11.5714040777971,17.8828286011028,13.2595348302353,15.6946382973896,12.1332691247437
"TCGA-69-7760-01A",20.4372313868539,13.8495426517628,18.2395899235432,18.7446558532596,17.4048936523027,13.5143276972086,15.3984357246013,15.5604703421821,17.1727014296952,15.6423778344709,18.0654582475656,11.425071517601,13.3868616810779,16.2416353482942,19.9633442354166,15.6972080835445,14.2241753872512,17.4844275660282,13.3741692117205,9.36960998771079,8.81676131517341,16.5255122012744,17.3816792436287,15.6642565030301,15.6757963205903,15.0188867368834,9.27423481235235,17.5988994457277,14.0619315803526,14.0259222239338,15.3722882420049,18.5063086648432
"TCGA-86-8669-01A",18.2927146011732,13.018623818531,19.0948394980628,15.8915315121298,14.8315274358454,8.95046949561148,13.9279211517325,13.9488192120338,18.6596926485167,12.4289038421528,18.2699678936153,11.5470131993706,10.864777983227,13.1957887229576,15.6762869284463,13.7395710232403,12.1364043878782,12.6493692569311,10.1274267480933,8.01760959955979,13.0653025499855,16.138394590333,8.93452013559904,14.9502987879022,14.9966791063782,15.1454639985211,10.1067910439581,16.7058941852234,12.0791778888214,8.71793868465138,10.7396900475563,13.6717816199871
"TCGA-55-6642-01A",19.9738028301889,12.9447446805205,16.0182829496175,16.6945671596359,16.8964375400006,11.9252084931081,14.6524591750327,14.4407944641955,19.9204107438802,13.7040656327014,20.5557565919333,12.8498181671844,13.1097294758525,16.4648795971839,13.3927577530266,13.5850208056284,10.2549080461153,15.3482477556268,10.6853063016263,7.41453332864163,13.8754276281122,18.2476820725612,9.71183294012878,13.938943767261,10.3992233930165,12.823982254445,8.83427648283946,15.6616533257319,14.4138776970478,9.87751843598729,11.9356190834158,11.0934632442392
"TCGA-78-7152-01A",17.9658210367965,14.5619113870953,16.5620583001616,11.6676629476713,15.6465278842065,18.0480459994226,14.2217637787814,16.4250994046718,20.8075274406925,14.0365228773638,22.1455302266082,8.59261980152134,14.4962201479673,16.1138003810365,18.218487384075,13.0412073542678,7.58260445918953,18.5014575954894,9.40631103374716,8.37477288943399,9.80001420385454,15.7318335997724,12.2373862694319,16.8401345257315,12.9548652638098,13.8965087393259,14.8174557857292,8.92866220370375,14.9490346603729,12.2684548608863,15.0038036619881,12.9761790013258
"TCGA-73-4670-01A",21.4653267637738,13.2206892964868,15.3990138931189,16.4525021017924,17.6279481439011,15.4029304022425,15.9126512270236,15.9980714610925,17.0137447444089,12.0631072663025,15.3274506386811,14.2568275079299,18.904519381522,15.7660146950796,13.1811634186806,14.6368563019638,13.1235314764266,18.918761515685,15.7880423611964,14.9587946727441,8.92866220370375,17.5832296929968,11.7976803742737,11.8068547710177,9.57857043456441,13.0040918102552,15.1850248082334,11.4229014382134,18.8511602328626,13.8212206509459,13.3368122660519,10.0924117009361
"TCGA-44-3398-01A",20.865018643158,16.562427101576,15.1078513179918,17.6646230970972,15.1381607619734,14.6475403408132,12.9861614730844,16.3111557164613,18.4875852093612,16.8895700446395,19.4839443265325,13.7853615891457,20.9041964640816,12.995124020404,14.6014415590282,12.9334343317091,8.73658786711669,15.7949513309465,12.1994706722464,8.91143551105978,10.1832212901418,14.6105628291197,18.403636482784,16.0500649260839,7.4309938309868,16.4608888038694,9.25929986231441,7.65102092746873,16.0123408706556,14.806736258657,9.570209785644,16.6737591165322
"TCGA-64-5774-01A",19.0938555288758,11.9932073420866,18.6569674085761,18.4980907515175,14.7910988205053,9.77223980637141,15.4448942078666,14.0462200577475,17.2108557332102,12.1994706722464,14.6071169152938,9.04982088080135,13.1589902419164,18.6629050302954,15.9131161331876,15.5196824924754,12.7594580347619,19.742268670798,11.3002134596173,17.4555176775948,8.17711964362564,18.0384894053836,10.0017672592148,14.3732499012096,14.5705028236359,14.7434011045879,11.9866304953137,15.8187935388153,16.8104527782635,8.57912205131924,8.90577019377938,10.7931503696541
"TCGA-78-7146-01A",21.1619605218568,13.3556503436955,9.34543866084136,12.4702835542846,18.5002908439345,12.0972382134584,16.6329201066336,16.4709805134763,18.1661786707086,12.5450435480686,21.9375176704103,14.6825281606702,17.4008285825848,17.1180570156353,15.1638286483102,15.5712586602519,7.53908933663423,18.5052211592465,16.783466249328,16.2140823524782,15.2162227150759,18.5869968354999,17.7131704526391,13.2361517460747,13.8625121317921,16.8100905002936,9.8270445291673,8.70448837845797,17.9936802163601,10.6709643576898,17.4544866615374,13.2270293342692
"TCGA-73-7498-01A",15.9183122796204,14.6390059082187,16.5330336851476,11.9391804856272,12.8757048956019,13.0981295704474,12.6079346081831,17.9601402656564,20.7943621797492,13.212395447547,17.8738102147834,11.4951117328888,10.8235801147831,12.1004405266248,17.4344167784536,11.7683190965954,10.1658352885137,9.8811911102778,9.40631103374716,8.99028979608741,15.8891677102234,13.8246612379002,10.6709643576898,19.0215587148831,9.69973353954605,16.3383179853828,13.9804119684222,16.9606242935197,13.4812368678979,8.945003195625,10.0353516603603,16.6279480704574
"TCGA-97-A4M5-01A",19.2250286546278,14.4639102022979,17.3931175804394,11.1132066465118,16.5057127170238,15.7609990814286,13.4170958246769,15.956555005816,20.897395533135,13.7244934015135,15.8737688859902,10.3383206221127,13.290686912558,10.7594537678359,16.0219946687,12.4029799942668,10.731287230794,16.1682765390443,10.3898571817084,12.6355826794984,12.023612580239,15.9226028959599,12.9684706626553,15.6987489245741,10.0462482095704,17.1229230848815,11.5305260109709,15.255562965781,16.0394432603919,7.53908933663423,12.2627595571719,17.3452378984035
"TCGA-78-7158-01A",16.3628342889501,14.6524591750327,15.1754240147052,12.4029799942668,16.1962049986976,12.696748144829,14.6996751781925,16.9004135946715,18.1191703368958,13.199947526699,17.3103510331582,17.1263905114481,11.3815201685148,14.5502747674337,15.9206857125033,13.56659199843,10.0206624610909,15.861230834161,12.4905313860395,8.14134848088747,9.36493938068545,15.3733965343602,8.91143551105978,16.4689472209541,10.524537431436,13.4499161431494,12.9368356717112,8.61281369382439,18.2093260319786,12.0467223268869,10.8727924973714,19.4914964717441
"TCGA-78-8655-01A",19.1241038898511,15.0422655407968,17.0915931618,11.2909806406003,18.6193952970399,11.8013304570653,13.8220783603097,16.1262546894625,17.2177189823371,12.7104552233064,18.4222464268288,20.1276256405811,16.3446754611984,14.7371197376146,14.0520561477017,13.2585616493538,8.12261191710238,16.5420979803001,11.6965801665653,8.79890391088879,11.7922991337678,15.0056709298828,17.8926306231178,17.5902300559847,9.0823455157931,15.5550798825429,12.2040655556143,8.92326472989757,15.1927656380262,17.8694231687025,15.9410096962987,16.708901551224
"TCGA-55-7725-01A",17.3357575836443,20.7092142012132,17.3303487313125,9.72419253495313,18.2611411719584,12.1964566881719,13.5295227523071,17.0073934428326,18.3490802770324,13.3868616810779,20.3360435166157,12.5064718079546,16.518369726896,15.0617960909871,15.6072826741022,12.8943186281272,8.82255298769571,16.3022455846227,14.6162686116984,8.30366206698314,11.6038048107905,14.2916225625685,9.78009662312844,18.5186476207759,8.57912205131924,14.2606945426952,10.6388328689803,9.01735939560233,14.0594178148046,11.0231730352299,15.1133631421545,18.2543675901576
"TCGA-91-8497-01A",16.9338302863413,13.8864343210049,17.9665268794882,15.5615371514035,14.4072511004163,8.17711964362564,12.0857557430059,15.5540071389573,20.2549564750857,11.1229666730052,16.2243970574667,10.3147500066167,11.1155959853153,11.1180179913432,15.8119511290578,11.065965021912,10.8180247356079,16.079305271337,8.99028979608741,9.94598177512678,11.412315996729,14.0003902309478,9.14380885383121,16.6332959608293,11.5305260109709,16.3442743265607,10.3835150310186,10.7678679390383,14.6000305000277,10.555148168232,9.90414043977211,16.8023337626078
"TCGA-50-5066-02A",19.2027430506117,15.0044118766799,11.2450680758665,13.8746011808792,14.7106866211542,14.9704742156271,15.0876559732828,14.6454262642198,20.2439590603669,14.3778635045724,19.8477284649559,12.0516173801912,16.9563538827856,13.963342796852,13.7932858847676,14.8093214719342,8.52304838507355,13.8778947836855,14.4786283355666,10.8513080776166,9.01735939560233,17.2662011443196,13.71920512648,14.5920296426851,9.33134135297814,14.7336551910377,14.3054920282247,11.164311952557,15.1874087172166,12.3642630642238,15.166828107294,18.7531854549191
"TCGA-80-5608-01A",17.9698702874251,13.6154273423837,18.0626572473191,14.3951637862289,14.6622596710557,11.3298103465161,15.1564990401483,16.0012987402253,18.9308464726393,12.1753448229971,19.4909259766717,12.7642304238954,13.6263913683406,16.6221409415124,14.8816524297525,14.0766103242837,8.17711964362564,16.7646021403093,8.81084612882883,8.63927664622713,10.9718021633696,18.4420707728425,10.5370568323544,15.8776294165281,15.1307760381225,14.7254287316504,11.3725126648438,15.8481502997424,16.1374790974925,9.39237415648424,9.21451791721257,15.8364430328527
