"Case_IDs","KRT5","AC116407.1","GRHL3","AP004608.1","TICRR","TOX3","KRT13","NXPH4","TFAP2A","AP001972.5","NTRK2","SERPINB2","LRRN4","SLC2A1","B4GALNT4","KRT16","AC027288.1","FAM83D","GJB6","MAP1LC3C","PITX1","GABRA3","GPR87","DLX6","RPS29P11","DUSP9","LINC01748","AC008268.1","ZIC2","CHRNB4","FOXE1","AC005537.2"
"TCGA-22-5474-01A",21.9310004367035,12.6281463749739,16.7808923268947,7.5960315635334,16.5597101100258,14.8543803772456,19.6990572580136,17.0545653632182,16.8718016426751,18.855019358353,21.8338687912999,15.3774181889515,9.586872097645,21.2634777788664,16.664625064446,20.9262072298186,7.70197959127827,18.8762224884314,19.2826564385814,10.7538313758971,18.5097032439768,16.0229158740842,18.693642056788,16.7775744476122,9.04982088080135,16.2539254863061,12.2553478788272,8.38316899885186,16.557718877053,15.7560540599994,20.4696433509586,13.3017276931704
"TCGA-J2-8192-01A",20.3306156997114,15.7979268580057,13.8948882721116,12.0565498569527,12.8048231855764,17.1495888877728,13.7182902931494,14.6629573743128,17.4418052520841,17.6725983632724,14.1000639499496,10.3960837206957,15.1897579261924,19.8089598825646,11.6887455345487,18.8188988009367,11.779186591695,15.8713460299841,13.4258937679678,15.6575186347636,14.1275980487443,13.4830944485435,16.3396238484608,9.96477666241875,15.4023420212143,12.1301165934059,10.4817027138957,12.1332691247437,13.2595348302353,12.1906451840293,15.6946382973896,14.1283723382243
"TCGA-69-7760-01A",14.6021212333928,15.5604703421821,15.6423778344709,15.7904944980226,15.3984357246013,18.2395899235432,13.5143276972086,18.7446558532596,17.4048936523027,17.1727014296952,13.8495426517628,8.87041483008788,19.9633442354166,20.4372313868539,16.2416353482942,13.3868616810779,8.81676131517341,16.5255122012744,11.425071517601,15.0188867368834,17.4844275660282,9.36960998771079,17.3816792436287,15.2383535836604,15.6642565030301,13.3741692117205,14.4266119595237,18.5063086648432,14.0259222239338,12.6682591812946,15.3722882420049,14.2241753872512
"TCGA-86-8669-01A",13.3673761356006,13.9488192120338,12.4289038421528,15.7715777497268,13.9279211517325,19.0948394980628,8.95046949561148,15.8915315121298,14.8315274358454,18.6596926485167,13.018623818531,9.3363334647244,15.6762869284463,18.2927146011732,13.1957887229576,10.864777983227,13.0653025499855,16.138394590333,11.5470131993706,15.1454639985211,12.6493692569311,8.01760959955979,8.93452013559904,11.907766177444,14.9502987879022,10.1274267480933,12.1782735491887,13.6717816199871,8.71793868465138,11.2861464811233,10.7396900475563,12.1364043878782
"TCGA-55-6642-01A",13.4584991709007,14.4407944641955,13.7040656327014,14.0275329203173,14.6524591750327,16.0182829496175,11.9252084931081,16.6945671596359,16.8964375400006,19.9204107438802,12.9447446805205,9.23420226961548,13.3927577530266,19.9738028301889,16.4648795971839,13.1097294758525,13.8754276281122,18.2476820725612,12.8498181671844,12.823982254445,15.3482477556268,7.41453332864163,9.71183294012878,9.93829554640901,13.938943767261,10.6853063016263,12.5077831068001,11.0934632442392,9.87751843598729,11.6461373288988,11.9356190834158,10.2549080461153
"TCGA-78-7152-01A",16.6371302284424,16.4250994046718,14.0365228773638,12.1522097591382,14.2217637787814,16.5620583001616,18.0480459994226,11.6676629476713,15.6465278842065,20.8075274406925,14.5619113870953,9.80795744452857,18.218487384075,17.9658210367965,16.1138003810365,14.4962201479673,9.80001420385454,15.7318335997724,8.59261980152134,13.8965087393259,18.5014575954894,8.37477288943399,12.2373862694319,11.690685170886,16.8401345257315,9.40631103374716,11.5097344098819,12.9761790013258,12.2684548608863,13.1957887229576,15.0038036619881,7.58260445918953
"TCGA-73-4670-01A",19.7409073234233,15.9980714610925,12.0631072663025,10.5942254703042,15.9126512270236,15.3990138931189,15.4029304022425,16.4525021017924,17.6279481439011,17.0137447444089,13.2206892964868,12.6682591812946,13.1811634186806,21.4653267637738,15.7660146950796,18.904519381522,8.92866220370375,17.5832296929968,14.2568275079299,13.0040918102552,18.918761515685,14.9587946727441,11.7976803742737,9.50891306681718,11.8068547710177,15.7880423611964,8.6062475346326,10.0924117009361,13.8212206509459,12.6417558925778,13.3368122660519,13.1235314764266
"TCGA-44-3398-01A",15.3419508142346,16.3111557164613,16.8895700446395,9.49150139911986,12.9861614730844,15.1078513179918,14.6475403408132,17.6646230970972,15.1381607619734,18.4875852093612,16.562427101576,12.9640231407048,14.6014415590282,20.865018643158,12.995124020404,20.9041964640816,10.1832212901418,14.6105628291197,13.7853615891457,16.4608888038694,15.7949513309465,8.91143551105978,18.403636482784,12.6242257138403,16.0500649260839,12.1994706722464,8.35244962648132,16.6737591165322,14.806736258657,10.3898571817084,9.570209785644,8.73658786711669
"TCGA-64-5774-01A",14.0936188753441,14.0462200577475,12.1994706722464,13.8116830856029,15.4448942078666,18.6569674085761,9.77223980637141,18.4980907515175,14.7910988205053,17.2108557332102,11.9932073420866,10.9455104801817,15.9131161331876,19.0938555288758,18.6629050302954,13.1589902419164,8.17711964362564,18.0384894053836,9.04982088080135,14.7434011045879,19.742268670798,17.4555176775948,10.0017672592148,11.6945546376713,14.3732499012096,11.3002134596173,9.06596938571386,10.7931503696541,8.57912205131924,12.2803095012829,8.90577019377938,12.7594580347619
"TCGA-78-7146-01A",13.7793071447227,16.4709805134763,12.5450435480686,11.3968054709375,16.6329201066336,9.34543866084136,12.0972382134584,12.4702835542846,18.5002908439345,18.1661786707086,13.3556503436955,9.0554671278756,15.1638286483102,21.1619605218568,17.1180570156353,17.4008285825848,15.2162227150759,18.5869968354999,14.6825281606702,16.8100905002936,18.5052211592465,16.2140823524782,17.7131704526391,16.9481341644019,13.2361517460747,16.783466249328,8.43537852952977,13.2270293342692,10.6709643576898,15.2732708339539,17.4544866615374,7.53908933663423
"TCGA-73-7498-01A",13.3129099830986,17.9601402656564,13.212395447547,18.0815532780271,12.6079346081831,16.5330336851476,13.0981295704474,11.9391804856272,12.8757048956019,20.7943621797492,14.6390059082187,8.44340430085461,17.4344167784536,15.9183122796204,12.1004405266248,10.8235801147831,15.8891677102234,13.8246612379002,11.4951117328888,16.3383179853828,9.8811911102778,8.99028979608741,10.6709643576898,10.8402770443608,19.0215587148831,9.40631103374716,9.71586823396981,16.6279480704574,8.945003195625,12.0483925668819,10.0353516603603,10.1658352885137
"TCGA-97-A4M5-01A",18.8847697085212,15.956555005816,13.7244934015135,15.0611245947699,13.4170958246769,17.3931175804394,15.7609990814286,11.1132066465118,16.5057127170238,20.897395533135,14.4639102022979,10.8756652728033,16.0219946687,19.2250286546278,10.7594537678359,13.290686912558,12.023612580239,15.9226028959599,10.3383206221127,17.1229230848815,16.1682765390443,12.6355826794984,12.9684706626553,9.41531235832548,15.6987489245741,10.3898571817084,9.12841010620439,17.3452378984035,7.53908933663423,10.1969246762704,12.2627595571719,10.731287230794
"TCGA-78-7158-01A",12.108163321009,16.9004135946715,13.199947526699,14.4146589541694,14.6996751781925,15.1754240147052,12.696748144829,12.4029799942668,16.1962049986976,18.1191703368958,14.6524591750327,9.42888607513598,15.9206857125033,16.3628342889501,14.5502747674337,11.3815201685148,9.36493938068545,15.3733965343602,17.1263905114481,13.4499161431494,15.861230834161,8.14134848088747,8.91143551105978,10.0780791497539,16.4689472209541,12.4905313860395,7.27238515646929,19.4914964717441,12.0467223268869,10.1658352885137,10.8727924973714,10.0206624610909
"TCGA-78-8655-01A",13.1600586218562,16.1262546894625,12.7104552233064,11.5470131993706,13.8220783603097,17.0915931618,11.8013304570653,11.2909806406003,18.6193952970399,17.2177189823371,15.0422655407968,10.7511350304254,14.0520561477017,19.1241038898511,14.7371197376146,16.3446754611984,11.7922991337678,15.0056709298828,20.1276256405811,15.5550798825429,16.5420979803001,8.79890391088879,17.8926306231178,9.43791163742258,17.5902300559847,11.6965801665653,8.05670116797938,16.708901551224,17.8694231687025,10.966648845894,15.9410096962987,8.12261191710238
"TCGA-55-7725-01A",14.6126335736697,17.0073934428326,13.3868616810779,17.3022076196531,13.5295227523071,17.3303487313125,12.1964566881719,9.72419253495313,18.2611411719584,18.3490802770324,20.7092142012132,7.44682698400795,15.6072826741022,17.3357575836443,15.0617960909871,16.518369726896,11.6038048107905,14.2916225625685,12.5064718079546,14.2606945426952,16.3022455846227,8.30366206698314,9.78009662312844,9.35007628446305,18.5186476207759,14.6162686116984,13.3109324193414,18.2543675901576,11.0231730352299,11.0685264825625,15.1133631421545,8.82255298769571
"TCGA-91-8497-01A",13.9690691342928,15.5540071389573,11.1229666730052,16.7590573748924,12.0857557430059,17.9665268794882,8.17711964362564,15.5615371514035,14.4072511004163,20.2549564750857,13.8864343210049,10.3212672223097,15.8119511290578,16.9338302863413,11.1180179913432,11.1155959853153,11.412315996729,14.0003902309478,10.3147500066167,16.3442743265607,16.079305271337,9.94598177512678,9.14380885383121,11.7061344589162,16.6332959608293,8.99028979608741,10.9744217588316,16.8023337626078,10.555148168232,8.83427648283946,9.90414043977211,10.8180247356079
"TCGA-50-5066-02A",13.9100985153189,14.6454262642198,14.3778635045724,14.7099890197674,15.0876559732828,11.2450680758665,14.9704742156271,13.8746011808792,14.7106866211542,20.2439590603669,15.0044118766799,8.76735402438516,13.7932858847676,19.2027430506117,13.963342796852,16.9563538827856,9.01735939560233,17.2662011443196,12.0516173801912,14.7336551910377,13.8778947836855,10.8513080776166,13.71920512648,15.1048305676713,14.5920296426851,14.4786283355666,8.67879638362331,18.7531854549191,12.3642630642238,11.1620230127483,15.166828107294,8.52304838507355
"TCGA-80-5608-01A",14.1800973239467,16.0012987402253,12.1753448229971,16.9212540915732,15.1564990401483,18.0626572473191,11.3298103465161,14.3951637862289,14.6622596710557,18.9308464726393,13.6154273423837,9.7559552521009,14.8816524297525,17.9698702874251,16.6221409415124,13.6263913683406,10.9718021633696,18.4420707728425,12.7642304238954,14.7254287316504,16.7646021403093,8.63927664622713,10.5370568323544,8.32794989509816,15.8776294165281,8.81084612882883,9.2936776015653,15.8364430328527,9.39237415648424,9.56594064612437,9.21451791721257,8.17711964362564
"TCGA-39-5027-01A",25.5629229508275,14.6064335690424,17.9913275136474,10.8540885933854,17.2447309279659,14.3717853418766,21.3593597406782,18.1627087119991,17.863668665072,16.4941742755984,23.2802635463475,14.2037972227097,13.3858450891987,21.5941380850559,16.9638341421394,21.0720458189136,10.0129697379956,18.7225381203531,21.1247322054131,7.78876146744659,20.2519565846885,17.9675310723103,17.609911396785,17.9695441657003,13.9658223926364,16.3920116995047,13.9522386147394,13.2310665833022,18.4590268572787,13.8037203413649,21.2390710458558,14.605712865005
"TCGA-66-2800-01A",17.588552370021,14.9104181726421,17.4977680891831,7.73978462690775,15.8839236986286,11.4635275335034,17.290309235528,18.4970244976463,17.1138597563153,17.3327136915502,22.7468578945047,16.1730661217365,14.8749423790487,23.4574438626498,16.6051940455194,21.7845032607627,8.55192449257743,19.2130469836091,20.2642960329121,14.64610802044,19.5333871391832,16.7842157052532,17.594213690155,17.9431887127954,13.2656500881015,16.5600900757783,13.4141316462481,15.0347242218236,15.6961870971829,11.9866304953137,20.8343642630667,11.8248675507322
"TCGA-98-8023-01A",25.7484861063751,12.9572638472888,15.7120336601602,8.47304504280534,16.8859446632177,9.66272766879145,21.0777426907706,14.2778537730267,17.8345067429956,17.538534979072,20.387269419324,12.7724999557114,10.7340221564579,20.5815873276792,15.4158547398328,24.7207686930328,9.31765451365998,17.5745495927806,18.7880371779087,11.3572051880643,16.9928812991089,17.245753535298,18.1873426636306,16.030321281647,11.5714040777971,13.2715606339895,14.6354349588298,9.42429173158885,12.4550644241775,14.5303052982725,19.7395012729885,15.4521816610081
"TCGA-66-2788-01A",25.5629229508275,11.444322102611,17.5586159493648,7.88030734588445,15.8059640514338,11.6696009286024,23.9921146471155,18.1294416006209,17.6396195298505,16.4605013492412,20.5400972394059,16.2770619473425,12.9651812979562,23.0052872216787,15.9301484824018,23.9759239321818,7.08480161735107,18.5364283305911,19.8882222204929,13.5877813587364,20.0953544632372,15.076358440306,18.6112393694187,14.9250776562824,10.6936761020636,15.2790973777036,13.3956972499343,8.27911492791091,9.23420226961548,14.0437563320133,19.3074896710798,13.0129191114158
"TCGA-60-2726-01A",25.0829154232351,11.3836534997864,14.7190657305476,7.32845507886624,18.1205017344067,9.28892184950491,22.5382862437578,16.8641675594113,18.0534681823827,16.251362618753,21.3411732019371,10.1067910439581,11.4464261906947,20.1340592110059,18.0456753444554,19.879178584866,8.52304838507355,19.3607679788184,19.085395150399,12.9197870034726,21.3029247888911,15.6747657574708,19.5013710332941,16.8218534834071,11.3113598447084,16.2680747642314,14.6948578403741,11.4910732534115,9.71183294012878,15.9994842014795,18.7556505380049,16.0797353280919
"TCGA-63-A5MM-01A",25.5094688488345,11.9042183578684,14.9257413246229,6.24905430167937,15.9873840947114,7.32845507886624,20.4732526494787,13.5711784805945,18.2430934821788,16.9892810744973,16.3903266675088,19.4341534765163,14.8012639334955,21.2430484590058,10.7423278602054,21.3954848978805,9.71586823396981,17.5198512881128,13.9829997487191,14.041334205971,18.1689856764114,10.2206493231804,19.0774817064636,9.77223980637141,11.9898538910857,15.8242426968021,14.2405138060211,9.87385534579725,15.1509494553319,11.607847283812,11.8445399387187,10.8567510815494
"TCGA-77-7338-01A",25.6819039547234,13.0554845200548,17.1322995834375,7.44682698400795,16.0730144655358,11.6539193115351,18.2699678936153,16.6225396177081,18.2812332691742,17.1381573258191,23.3030286507746,17.1169985401483,14.681170196435,24.075378523791,16.6032561360587,22.2916878262331,9.20953742906414,17.7605767855449,22.1002458169465,12.1950388563167,18.4719339290697,16.217497069919,19.3286369441006,17.2913360757224,13.9364615163135,15.8867799874782,13.7110269259467,9.41531235832548,16.8045531706829,14.3862580865677,21.5219405676618,13.2029632240733
"TCGA-56-7222-11A",16.3404287534084,19.8367473962514,11.5753782867274,10.335072188306,11.7571838355842,14.8862864727495,16.0909553149325,10.6677413991992,12.2950450434729,21.2543117937335,17.5031477059695,9.33134135297814,17.6406111736395,15.9169044339711,10.612366343994,15.2455864155271,14.0105835044744,13.9092117736734,12.1162308702785,15.5229794475087,12.3600972380873,7.68954679476839,11.0132098635632,10.7112503097052,19.0125086554773,11.2659202410938,8.87041483008788,19.4375464781902,10.7256933470225,7.15136299405279,13.49934071553,6.64817597251022
"TCGA-98-A538-01A",26.0741443900641,13.1589902419164,18.0544915017087,7.46303616931544,17.2022768501841,10.5095111863172,25.5085662744271,19.2641049419505,18.5978110154153,15.9287456352574,21.512022071944,17.458251867547,10.6795443902383,24.3533174143794,17.7182191971659,20.5083255933253,8.2200394400064,19.7489821030067,19.3328060979918,12.0565498569527,22.0405447529162,14.8663768611572,18.4148742428783,15.6413259701766,9.99063253751274,16.3578872680911,15.5765347908396,10.2276083763537,16.3374888312284,14.5475204935511,19.5430954960419,12.6992117976849
"TCGA-77-7465-01A",25.6205386332962,14.1723174903093,14.2630487129266,8.13212861237112,16.8928441471763,11.5035331748234,22.0836759169143,17.7094921027736,19.6793746598416,17.4461540872828,20.2259819309092,13.3368122660519,13.0883604762628,20.7574037022883,15.1951150127553,21.2068129362179,8.69174277028819,17.8358520092823,18.3793302779538,12.3401110720142,17.4176181654705,12.3357739561691,16.7002466193535,17.6905561491802,10.7227321501549,14.9522659919476,13.8787644884798,12.2698770027346,18.9738500223291,13.6254447157849,19.5703848111362,13.6941930386621
"TCGA-77-7139-01A",24.5709321447641,11.3637991354457,18.3891258383424,6.98914616428704,16.7344440928766,10.291314505803,17.2163394401708,14.7931353871416,18.5160716016,15.5675742633544,23.1700617562949,18.6093094959096,14.5640448902176,20.7247505524726,16.9366980474746,21.8059392790867,8.65264023285861,21.1024475403121,18.4767772569843,10.4753197750835,18.7197031230186,16.1343067462826,17.3303487313125,17.6952134782411,10.7142211476927,16.5549863673829,13.56659199843,9.45164912038176,17.2927057141065,9.88902066784961,22.8441599383549,13.4812368678979
"TCGA-63-7023-01A",25.4570700465993,12.2832504633236,16.9047339429465,8.3197523975029,17.9746704686641,12.3628104216059,23.180819685583,16.6336857420052,19.6832340562226,16.5203566217637,23.6110911728967,18.1894687272901,11.3389884321395,19.7213308237177,19.0765706024763,18.3977350978932,9.74817494124452,18.9614923656468,19.1721708487884,10.9481435992748,18.0939589778786,15.8761416984264,17.4977680891831,18.0778325568421,10.9217779754153,17.2519040723405,14.1723174903093,9.25407699474637,18.3112686478448,13.5989197754519,22.4623559843785,13.7598614029767
"TCGA-56-8629-01A",25.0471802643751,12.8932351279414,16.9974855709851,5.43512928005983,15.986418855081,11.6403967481029,16.5413011724771,17.6825785670938,18.251513776907,15.53479073496,19.6244371002877,12.5934680980278,9.26913007873061,22.2044816721189,17.2519040723405,21.4267856911591,8.27106697188206,17.8612899793346,18.8876995276934,8.41342430527292,16.1587105063134,16.9449181081569,19.6225291164554,15.1939508098067,11.171561123553,17.2933627227262,14.5509909036494,8.68537309858083,14.4705740969171,15.7089980459383,16.295539444838,14.0381262700795
"TCGA-66-2781-01A",25.155723585702,14.8146617710339,16.2235160447346,5.89668959446672,16.7277086262251,11.895560985692,22.8826025030601,18.7573364685498,17.8104752305743,16.4403842373028,20.9096554126889,16.6409660920867,9.95343746371583,21.851742614629,17.5118366741356,20.430226460692,8.06621282830102,18.5789908468413,20.1425539050557,10.1414714197742,19.0115856380185,15.8948935290796,19.5387849163245,16.2774822445364,8.99028979608741,16.3052514271246,11.8212279224326,8.1136330866944,14.9607628592614,15.9064501205113,17.0056265348865,13.8297796996734
"TCGA-NJ-A4YG-01A",15.8089552506936,15.3304284605729,14.1057240017255,15.8853635263632,13.3288782346805,19.7853616941313,12.6379784942521,10.6649477767556,16.2441701465739,19.4637536389284,13.812510577406,10.0089519516637,16.8430493992021,17.8341821556742,13.9159931657428,15.4787896079474,9.99446030777435,14.5812472631855,12.8650711006339,15.4782569885099,16.9967700523005,8.22852395469424,12.6065320874535,12.2508435335496,18.3930452693996,10.5611566945398,7.63768255167084,16.616014532866,15.978510759502,11.0584234402897,8.65937234348955,10.0312167558442
"TCGA-55-8302-01A",17.186481495491,16.3965378223589,16.9616938174664,9.74817494124452,15.5103737110264,15.9905827753206,17.4203054314039,10.5732206320179,16.5330336851476,18.2047582696698,15.2359271482699,10.731287230794,18.1766213206572,20.242923761784,15.7530288974492,17.3164595920837,14.6021212333928,16.3788423795678,11.7627691920932,15.7363764311169,15.9836377790842,8.29570917574288,18.5966903172872,15.3643623249783,15.0858039226294,9.51795276093755,8.73018964357448,15.2761753494787,13.3467099175015,13.2543798055984,17.4656350581197,8.74883635375513
"TCGA-49-6745-01A",16.8993322621147,16.8819627169237,16.3266604342287,8.81676131517341,15.148383210634,12.9117053428135,15.0743368564751,11.9131154107024,16.3895280499714,18.4387586234471,15.8486390843002,9.95343746371583,16.7657119858244,19.8462824283735,9.86609975887664,16.0187420152556,11.0082902307751,16.8108253221616,9.49586710778752,17.2957540688506,18.3909091463583,7.46303616931544,18.6403979038279,9.72820843418828,14.9197338949836,12.1507185324682,8.06621282830102,16.1577670992213,16.0681306118258,14.4873954958724,10.2581140699663,8.14998416439377
"TCGA-66-2768-01A",25.3186117223158,12.8720405044424,16.449208083018,5.59336224856158,16.7504964768683,11.0632393264204,20.6224738884187,17.7820139368494,18.2058376665307,16.8859446632177,15.5497146571318,18.8898454055983,9.586872097645,22.4586914976822,12.5529854905731,23.436055315819,8.40584146907268,18.0736863739535,21.0663338084622,14.1340202543357,20.3175485425036,12.2817674421051,20.7305048275584,15.4963063336524,10.5883971193525,16.4371050139683,15.3677961783441,8.79307131416427,14.8099917237641,15.6726161702386,18.1665573502892,14.2778537730267
"TCGA-05-4389-01A",14.4064915100212,14.2397671550697,13.1256886791353,15.7600291292115,14.5740193347578,16.1111352909613,10.2813781766637,12.5171841046125,13.3975830771664,19.6093250015008,15.2419887003331,10.1308088547198,14.3914654734276,19.6106301209609,14.7652014554046,11.1009188175577,9.28388285571551,16.985887729774,14.2006914271555,14.4251400811018,17.4790578432932,17.9469150321311,13.5397533310149,14.1411775626235,14.3944245146989,11.0282548059135,14.3959448001642,9.00639899727076,10.0924117009361,13.670869148683,9.97557302741542,10.5307568716776
"TCGA-55-6712-01A",16.6941896244032,15.9887800591655,14.3422385656793,7.08480161735107,14.6176686260612,12.5676850164618,11.9866304953137,12.221092898112,16.0317015903513,20.0524545028963,13.9979061222248,10.7960086200894,16.8685432394146,20.37699591914,9.94598177512678,15.4577488775412,13.232109719798,16.9741734552238,10.5913474177396,14.0815411887536,14.3877370611613,19.9065018395681,17.6862430281014,11.6813275626438,13.6284017057315,9.91169033221441,8.5376975599997,11.7495604150657,14.694182551345,12.825120366633,11.5753782867274,7.10781598993577
"TCGA-93-7348-01A",17.6326174089213,15.7130557138282,12.5934680980278,16.4849844027174,12.7362859283488,17.9882713424582,9.72014120352054,13.0642020612135,16.911214943346,19.1987535071675,14.7106866211542,12.0646506619249,13.4431733487429,17.9828335231742,15.5654066953572,14.1619100147765,8.5376975599997,15.1146280655974,13.5620369000725,15.2461844370744,14.7625742688922,8.59261980152134,15.2609416638961,16.3412647659106,16.0026320259745,12.2508435335496,8.00771845705928,17.8438322133699,15.8143747512986,10.9561972794574,10.9401488893882,6.60890825645989
"TCGA-43-A56U-01A",24.6704835892693,11.8410115065757,16.8892107737612,12.49448857207,15.8212447301481,13.7871760844,19.5796260486805,16.3295602854944,19.575235180743,16.912648058386,17.1885317498771,16.0775148720675,7.47901439624991,22.1547838337966,16.2369126554612,23.7804035497658,7.01431054480921,16.4455883840021,20.3016580526988,12.3572396357025,17.2712751890938,14.6665222188352,19.5587275728797,14.0055379259665,9.7400349197359,13.1978313686056,13.3801352195892,8.27106697188206,15.9664012177832,10.335072188306,16.5479854279303,10.630059000513
