"Case_IDs","SLC2A1","NTRK2","TOX3","NXPH4","TFAP2A","KRT13","AC116407.1","TICRR","GRHL3","SERPINB2","AP001972.5","MUC21","GJB6","MAP1LC3C","DUSP9","E2F7","KRT16","BBOX1-AS1","LRRN4","PITX1","GABRA3","FAM83D","GPR87","AC027288.1","PDK4","RPS29P11","HOXC13","ZIC2","KCNMB2-AS1","FOXE1","SYT14","AC008268.1"
"TCGA-60-2726-01A",20.1340592110059,21.3411732019371,9.28892184950491,16.8641675594113,18.0534681823827,22.5382862437578,11.3836534997864,18.1205017344067,14.7190657305476,10.1067910439581,16.251362618753,9.42429173158885,19.085395150399,12.9197870034726,16.2680747642314,16.2261173608283,19.879178584866,16.143664288658,11.4464261906947,21.3029247888911,15.6747657574708,19.3607679788184,19.5013710332941,8.52304838507355,15.5186239628133,11.3113598447084,14.5488976590919,9.71183294012878,18.4369420254588,18.7556505380049,17.6589255583728,11.4910732534115
"TCGA-63-A5MM-01A",21.2430484590058,16.3903266675088,7.32845507886624,13.5711784805945,18.2430934821788,20.4732526494787,11.9042183578684,15.9873840947114,14.9257413246229,19.4341534765163,16.9892810744973,11.8140990013854,13.9829997487191,14.041334205971,15.8242426968021,16.7727616789819,21.3954848978805,11.0257464815366,14.8012639334955,18.1689856764114,10.2206493231804,17.5198512881128,19.0774817064636,9.71586823396981,19.4194862916944,11.9898538910857,10.3281758334655,15.1509494553319,14.7183906166341,11.8445399387187,10.2105237238146,9.87385534579725
"TCGA-77-7338-01A",24.075378523791,23.3030286507746,11.6539193115351,16.6225396177081,18.2812332691742,18.2699678936153,13.0554845200548,16.0730144655358,17.1322995834375,17.1169985401483,17.1381573258191,14.457982997312,22.1002458169465,12.1950388563167,15.8867799874782,16.9978405168155,22.2916878262331,14.7964603114935,14.681170196435,18.4719339290697,16.217497069919,17.7605767855449,19.3286369441006,9.20953742906414,15.1023554904269,13.9364615163135,16.8463408443904,16.8045531706829,15.1442719769715,21.5219405676618,15.1263206423914,9.41531235832548
"TCGA-56-7222-11A",15.9169044339711,17.5031477059695,14.8862864727495,10.6677413991992,12.2950450434729,16.0909553149325,19.8367473962514,11.7571838355842,11.5753782867274,9.33134135297814,21.2543117937335,16.796767662392,12.1162308702785,15.5229794475087,11.2659202410938,10.5523094435912,15.2455864155271,6.75636614039327,17.6406111736395,12.3600972380873,7.68954679476839,13.9092117736734,11.0132098635632,14.0105835044744,20.868909373536,19.0125086554773,8.62596492669587,10.7256933470225,10.6795443902383,13.49934071553,10.8261838362749,19.4375464781902
"TCGA-98-A538-01A",24.3533174143794,21.512022071944,10.5095111863172,19.2641049419505,18.5978110154153,25.5085662744271,13.1589902419164,17.2022768501841,18.0544915017087,17.458251867547,15.9287456352574,15.7780351866443,19.3328060979918,12.0565498569527,16.3578872680911,16.1320985540859,20.5083255933253,16.295539444838,10.6795443902383,22.0405447529162,14.8663768611572,19.7489821030067,18.4148742428783,8.2200394400064,13.5924949407491,9.99063253751274,15.6172779964669,16.3374888312284,17.8677449484669,19.5430954960419,13.0793821942236,10.2276083763537
"TCGA-77-7465-01A",20.7574037022883,20.2259819309092,11.5035331748234,17.7094921027736,19.6793746598416,22.0836759169143,14.1723174903093,16.8928441471763,14.2630487129266,13.3368122660519,17.4461540872828,14.1659446968582,18.3793302779538,12.3401110720142,14.9522659919476,17.2501827551544,21.2068129362179,14.5439908026228,13.0883604762628,17.4176181654705,12.3357739561691,17.8358520092823,16.7002466193535,8.69174277028819,15.1369240982181,10.7227321501549,15.7515039217137,18.9738500223291,16.8939124923036,19.5703848111362,13.1978313686056,12.2698770027346
"TCGA-77-7139-01A",20.7247505524726,23.1700617562949,10.291314505803,14.7931353871416,18.5160716016,17.2163394401708,11.3637991354457,16.7344440928766,18.3891258383424,18.6093094959096,15.5675742633544,8.35244962648132,18.4767772569843,10.4753197750835,16.5549863673829,16.515996163427,21.8059392790867,15.2017895934015,14.5640448902176,18.7197031230186,16.1343067462826,21.1024475403121,17.3303487313125,8.65264023285861,14.7399765800917,10.7142211476927,13.9779230374545,17.2927057141065,16.6934226138479,22.8441599383549,17.9482735743305,9.45164912038176
"TCGA-63-7023-01A",19.7213308237177,23.6110911728967,12.3628104216059,16.6336857420052,19.6832340562226,23.180819685583,12.2832504633236,17.9746704686641,16.9047339429465,18.1894687272901,16.5203566217637,10.0960367480409,19.1721708487884,10.9481435992748,17.2519040723405,17.8023973224829,18.3977350978932,16.2942568756916,11.3389884321395,18.0939589778786,15.8761416984264,18.9614923656468,17.4977680891831,9.74817494124452,16.6900237083696,10.9217779754153,16.0469059260356,18.3112686478448,16.3533358201759,22.4623559843785,16.7794269806502,9.25407699474637
"TCGA-56-8629-01A",22.2044816721189,19.6244371002877,11.6403967481029,17.6825785670938,18.251513776907,16.5413011724771,12.8932351279414,15.986418855081,16.9974855709851,12.5934680980278,15.53479073496,13.0673952043832,18.8876995276934,8.41342430527292,17.2933627227262,15.9789622056742,21.4267856911591,16.3018176578687,9.26913007873061,16.1587105063134,16.9449181081569,17.8612899793346,19.6225291164554,8.27106697188206,16.3107274857285,11.171561123553,16.0959925442908,14.4705740969171,17.7482881932545,16.295539444838,17.2586893625652,8.68537309858083
"TCGA-66-2781-01A",21.851742614629,20.9096554126889,11.895560985692,18.7573364685498,17.8104752305743,22.8826025030601,14.8146617710339,16.7277086262251,16.2235160447346,16.6409660920867,16.4403842373028,13.4746264588107,20.1425539050557,10.1414714197742,16.3052514271246,16.6371302284424,20.430226460692,15.2662812666752,9.95343746371583,19.0115856380185,15.8948935290796,18.5789908468413,19.5387849163245,8.06621282830102,15.5739894094291,8.99028979608741,14.7343407213473,14.9607628592614,16.5993973092649,17.0056265348865,16.3491761358517,8.1136330866944
"TCGA-NJ-A4YG-01A",17.8341821556742,13.812510577406,19.7853616941313,10.6649477767556,16.2441701465739,12.6379784942521,15.3304284605729,13.3288782346805,14.1057240017255,10.0089519516637,19.4637536389284,21.724201696827,12.8650711006339,15.4782569885099,10.5611566945398,12.4140460484514,15.4787896079474,10.4783860877394,16.8430493992021,16.9967700523005,8.22852395469424,14.5812472631855,12.6065320874535,9.99446030777435,18.2642622067617,18.3930452693996,14.7883816807199,15.978510759502,8.34385879724162,8.65937234348955,10.3610791030866,16.616014532866
"TCGA-55-8302-01A",20.242923761784,15.2359271482699,15.9905827753206,10.5732206320179,16.5330336851476,17.4203054314039,16.3965378223589,15.5103737110264,16.9616938174664,10.731287230794,18.2047582696698,22.8476529758229,11.7627691920932,15.7363764311169,9.51795276093755,14.3951637862289,17.3164595920837,10.193452719803,18.1766213206572,15.9836377790842,8.29570917574288,16.3788423795678,18.5966903172872,14.6021212333928,16.3661571254935,15.0858039226294,9.11818188566873,13.3467099175015,8.55889365266105,17.4656350581197,10.472241556036,15.2761753494787
"TCGA-49-6745-01A",19.8462824283735,15.8486390843002,12.9117053428135,11.9131154107024,16.3895280499714,15.0743368564751,16.8819627169237,15.148383210634,16.3266604342287,9.95343746371583,18.4387586234471,22.004017269283,9.49586710778752,17.2957540688506,12.1507185324682,15.0321997062881,16.0187420152556,8.18615224541926,16.7657119858244,18.3909091463583,7.46303616931544,16.8108253221616,18.6403979038279,11.0082902307751,18.2213143114146,14.9197338949836,8.49477567409937,16.0681306118258,7.68954679476839,10.2581140699663,9.86177347771805,16.1577670992213
"TCGA-66-2768-01A",22.4586914976822,15.5497146571318,11.0632393264204,17.7820139368494,18.2058376665307,20.6224738884187,12.8720405044424,16.7504964768683,16.449208083018,18.8898454055983,16.8859446632177,9.11818188566873,21.0663338084622,14.1340202543357,16.4371050139683,17.8131662088769,23.436055315819,16.3099025703864,9.586872097645,20.3175485425036,12.2817674421051,18.0736863739535,20.7305048275584,8.40584146907268,14.9756984104875,10.5883971193525,17.7101779034782,14.8099917237641,16.2586246213123,18.1665573502892,16.3730829031258,8.79307131416427
"TCGA-05-4389-01A",19.6106301209609,15.2419887003331,16.1111352909613,12.5171841046125,13.3975830771664,10.2813781766637,14.2397671550697,14.5740193347578,13.1256886791353,10.1308088547198,19.6093250015008,14.6176686260612,14.2006914271555,14.4251400811018,11.0282548059135,13.6656553878847,11.1009188175577,13.2009605533048,14.3914654734276,17.4790578432932,17.9469150321311,16.985887729774,13.5397533310149,9.28388285571551,15.9121654573306,14.3944245146989,15.4979458768732,10.0924117009361,15.982258183844,9.97557302741542,8.45816776879792,9.00639899727076
"TCGA-55-6712-01A",20.37699591914,13.9979061222248,12.5676850164618,12.221092898112,16.0317015903513,11.9866304953137,15.9887800591655,14.6176686260612,14.3422385656793,10.7960086200894,20.0524545028963,21.738760103319,10.5913474177396,14.0815411887536,9.91169033221441,15.5378692195036,15.4577488775412,9.87385534579725,16.8685432394146,14.3877370611613,19.9065018395681,16.9741734552238,17.6862430281014,13.232109719798,18.355484564589,13.6284017057315,11.4910732534115,14.694182551345,10.9131688957772,11.5753782867274,9.50459133172095,11.7495604150657
