"Case_IDs","KRT5","AQP4","AP004608.1","GRHL3","TICRR","KRT13","AC116407.1","TFAP2A","NTRK2","AP001972.5","TOX3","NXPH4","SERPINB2","SLC2A1","MUC21","KRT16","DPPA3P2","B4GALNT4","GJB6","E2F7","RPS29P11","PITX1","AC005537.2","MAP1LC3C","DUSP9","GABRA3","AC027288.1","CHRNB4","GNGT1","GPR87","LRRN4","PCDHA12"
"TCGA-37-3783-01A",25.3614000471684,10.311329916461,7.99736767630333,17.8121580694777,16.4673243794467,22.5138867380691,12.8428075107899,17.9135921412442,15.1478022124099,16.7396493503068,10.5399177322218,16.8056713502182,17.5151857601597,21.914934637099,10.1342292569955,24.1628822996629,9.69568793408673,13.4450681805251,21.8820509519021,15.3298312477679,11.1180179913432,20.099733220178,14.7031470045684,13.1729070984323,16.8019573341191,14.2350550367727,7.72766338642198,15.4499686312938,16.0040627459292,19.7775693454634,9.52653667614491,7.41453332864163
"TCGA-63-A5MS-01A",25.4616268164339,18.8110695933324,7.80047321687753,16.2812947184873,16.7284657644031,20.944767126072,15.1344677573931,18.0726156765544,20.729925699084,17.6449084048165,15.4914466193487,16.7085345993033,14.5252329391855,20.8159499975405,13.4794478405306,21.0495153474974,11.0257464815366,16.3586889847159,20.3816189630171,15.9006356579806,13.3338117499281,18.1415765498834,14.5337514237152,13.5675287372497,15.4393033722912,17.157890470227,11.207498382644,10.9295054686113,15.2311896331567,19.3409180859009,13.8072456696508,8.03717174948748
"TCGA-85-8052-01A",24.1463085185825,17.5435530390166,5.59336224856158,17.5201731262495,16.9287871723302,15.6172779964669,13.3338117499281,18.2089835296063,23.0876734507981,17.5812455938469,13.0207800762064,17.0919520655532,13.7581562173132,24.1286355796697,12.0467223268869,20.099733220178,10.3643974481176,17.9644735979722,15.7999214294004,17.1298474796014,14.0561622877843,18.6236153229199,13.0708121924207,11.4849421548186,17.0359457016738,16.2800057341231,9.91556671693093,14.9051665467962,15.0284711494653,18.0306495851033,12.9128035514419,9.45599297307519
"TCGA-39-5034-01A",15.1251418159052,11.690685170886,15.7785180293274,14.1627568429486,14.7632270163624,11.7811228009853,13.6319269316935,17.6353176548367,15.488697099845,21.2156119939606,18.8490912231773,19.4558197231989,8.97332529507149,19.5036862356878,13.9914490273185,13.5813496512874,15.9831745383476,15.9419562745811,10.8944183914501,14.1531273488826,10.4185614341788,18.898436255402,13.3995318970047,13.7765187510313,9.55726556857816,16.7058941852234,11.9815407024312,12.0516173801912,14.5820278711778,10.7791059587982,14.2397671550697,13.5069079645623
"TCGA-85-A53L-01A",23.8243138708582,15.8704106546443,7.53908933663423,16.8437909315478,16.7482173937535,18.3544396017519,12.696748144829,18.0388323472052,20.3207752254797,15.4984686439884,9.72014120352054,17.4388074076185,12.1844195622486,23.7949280016784,14.1355744998029,21.862444036736,9.34543866084136,17.797400109482,22.087122360768,16.1511919585648,12.7689993958763,18.1856053852591,14.3331650029794,11.0205664330222,17.2310873565341,13.9658223926364,8.10476644020134,12.2225651251803,15.3694931807274,18.9881896291064,10.9374310657997,10.3773456221658
"TCGA-77-7335-01A",24.3332062398716,12.4784679334516,9.57857043456441,18.6035381962248,15.4732357346813,22.5827325822614,13.277608643235,17.5038181584817,21.7760436492222,17.4797029486182,12.3156102879672,16.1009666121658,17.4642701968832,20.729354276022,8.78036347555148,21.8960289264025,10.3992233930165,14.7788396474654,18.8770931219743,14.7461729329169,10.7649106263795,19.6564742256453,13.6419486226432,12.1476067632095,13.4112286339646,15.8636023324862,9.04465659286543,13.1299151306722,15.5207904669641,17.4250444050826,8.20332055695282,8.47304504280534
"TCGA-55-8090-01A",16.5518689540208,19.4943895724514,11.90598915885,12.0351572234488,14.4026554363141,15.5577750808621,15.5153892360053,17.2841952880479,14.1041382561648,19.8040200631821,19.0881893395475,14.191295280481,10.2746139034597,20.332775933044,15.9976083794351,15.5659356200079,11.9949957410024,16.052312153717,11.3968054709375,14.0089324997657,17.3876778511531,17.6486292879122,8.21192505043085,13.552661423321,10.9295054686113,8.55192449257743,10.5790815552327,8.48029700514325,7.84662716498755,12.2285853101652,15.9499428788344,11.4292722137691
"TCGA-78-7159-01A",11.1426264572429,11.9747998228924,14.7502751022431,11.9697814745357,15.9854832467002,10.0780791497539,14.3755048630253,16.3940919779759,10.2379894153964,18.2692561224195,19.0929270469196,16.4544778813783,9.0823455157931,18.6475449275271,17.9287227615103,11.2051411624894,11.9444288075435,18.1963565290246,13.4459844727931,15.1282223646037,13.8315366120972,16.1848708314355,8.46576265013565,13.1559583773715,10.5095111863172,7.9558769926645,13.2926497151703,12.9583271702224,12.1178232125729,9.15920903188544,14.3339111634967,10.4054892784136
"TCGA-33-4586-01A",26.0741443900641,17.58720501206,7.80047321687753,17.298122731698,16.2023088776791,22.1924759419374,14.3657622198818,18.4815918835043,22.871618921706,16.2261173608283,8.70448837845797,19.8161937159933,14.6064335690424,24.1098388695886,12.8475862072016,21.1874589075282,11.1180179913432,17.2811039021165,20.6886191050921,17.0151588477244,13.2987788998824,19.3462677853117,13.8991169441296,12.3445246423478,17.0394596939987,15.3534985922657,8.1136330866944,14.3567084894378,16.4937646185943,18.0177876952599,13.0095938157563,11.3113598447084
"TCGA-34-5240-01A",22.4769035445657,14.9322573070263,7.66421082371796,18.3116399986886,15.5449293494106,19.0644358283381,14.0003902309478,16.807512295013,22.2044816721189,15.5389827917768,11.1426264572429,16.0964448313833,17.5441973829799,22.4265881435021,8.63276841908945,22.2981361201435,9.96477666241875,12.6318690687592,18.358363724009,17.117350019933,11.4144058253186,18.5805098308914,9.73212694878052,13.4394762624295,15.7150099281853,17.1184061967582,7.9558769926645,12.1034902236935,15.9929115351848,19.6648249613867,11.1763037691284,8.27106697188206
