"Case_IDs","S1PR5","AC116407.1","KRT13","TFAP2A","NXPH4","TOX3","NTRK2","TICRR","AP001972.5","GRHL3","MUC21","KRT16","SLC2A1","GABRA3","MAP1LC3C","GJB6","E2F7","CHRNB4","PITX1","RPS29P11","B4GALNT4","GPR87","DUSP9","LRRN4","KCNMB2-AS1","AC027288.1","FOXE1","AC005537.2","ZIC2","SCEL","TNS4","HOXC13"
"TCGA-22-5474-01A",18.3090774943972,12.6281463749739,19.6990572580136,16.8718016426751,17.0545653632182,14.8543803772456,21.8338687912999,16.5597101100258,18.855019358353,16.7808923268947,12.1660977400696,20.9262072298186,21.2634777788664,16.0229158740842,10.7538313758971,19.2826564385814,15.6747657574708,15.7560540599994,18.5097032439768,9.04982088080135,16.664625064446,18.693642056788,16.2539254863061,9.586872097645,16.3220806350893,7.70197959127827,20.4696433509586,13.3017276931704,16.557718877053,15.2860705188818,18.5141798512144,15.0075094972901
"TCGA-J2-8192-01A",13.3309677673646,15.7979268580057,13.7182902931494,17.4418052520841,14.6629573743128,17.1495888877728,14.1000639499496,12.8048231855764,17.6725983632724,13.8948882721116,21.7225889466226,18.8188988009367,19.8089598825646,13.4830944485435,15.6575186347636,13.4258937679678,13.1770763881304,12.1906451840293,14.1275980487443,15.4023420212143,11.6887455345487,16.3396238484608,12.1301165934059,15.1897579261924,13.8667034100236,11.779186591695,15.6946382973896,14.1283723382243,13.2595348302353,19.0475119059245,17.8828286011028,11.5714040777971
"TCGA-69-7760-01A",13.1118004778201,15.5604703421821,13.5143276972086,17.4048936523027,18.7446558532596,18.2395899235432,13.8495426517628,15.3984357246013,17.1727014296952,15.6423778344709,18.0654582475656,13.3868616810779,20.4372313868539,9.36960998771079,15.0188867368834,11.425071517601,15.6972080835445,12.6682591812946,17.4844275660282,15.6642565030301,16.2416353482942,17.3816792436287,13.3741692117205,19.9633442354166,7.9558769926645,8.81676131517341,15.3722882420049,14.2241753872512,14.0259222239338,18.676274035289,14.0619315803526,17.5988994457277
"TCGA-86-8669-01A",13.4661333018986,13.9488192120338,8.95046949561148,14.8315274358454,15.8915315121298,19.0948394980628,13.018623818531,13.9279211517325,18.6596926485167,12.4289038421528,18.2699678936153,10.864777983227,18.2927146011732,8.01760959955979,15.1454639985211,11.5470131993706,13.7395710232403,11.2861464811233,12.6493692569311,14.9502987879022,13.1957887229576,8.93452013559904,10.1274267480933,15.6762869284463,15.3808346409867,13.0653025499855,10.7396900475563,12.1364043878782,8.71793868465138,14.1667389235456,12.0791778888214,16.7058941852234
"TCGA-55-6642-01A",13.5228833366683,14.4407944641955,11.9252084931081,16.8964375400006,16.6945671596359,16.0182829496175,12.9447446805205,14.6524591750327,19.9204107438802,13.7040656327014,20.5557565919333,13.1097294758525,19.9738028301889,7.41453332864163,12.823982254445,12.8498181671844,13.5850208056284,11.6461373288988,15.3482477556268,13.938943767261,16.4648795971839,9.71183294012878,10.6853063016263,13.3927577530266,10.696651665451,13.8754276281122,11.9356190834158,10.2549080461153,9.87751843598729,17.715530881293,14.4138776970478,15.6616533257319
"TCGA-78-7152-01A",12.7239182223812,16.4250994046718,18.0480459994226,15.6465278842065,11.6676629476713,16.5620583001616,14.5619113870953,14.2217637787814,20.8075274406925,14.0365228773638,22.1455302266082,14.4962201479673,17.9658210367965,8.37477288943399,13.8965087393259,8.59261980152134,13.0412073542678,13.1957887229576,18.5014575954894,16.8401345257315,16.1138003810365,12.2373862694319,9.40631103374716,18.218487384075,14.9883915305681,9.80001420385454,15.0038036619881,7.58260445918953,12.2684548608863,19.7635833618984,14.9490346603729,8.92866220370375
"TCGA-73-4670-01A",12.041757344103,15.9980714610925,15.4029304022425,17.6279481439011,16.4525021017924,15.3990138931189,13.2206892964868,15.9126512270236,17.0137447444089,12.0631072663025,15.3274506386811,18.904519381522,21.4653267637738,14.9587946727441,13.0040918102552,14.2568275079299,14.6368563019638,12.6417558925778,18.918761515685,11.8068547710177,15.7660146950796,11.7976803742737,15.7880423611964,13.1811634186806,16.0418045356332,8.92866220370375,13.3368122660519,13.1235314764266,13.8212206509459,16.8481594690574,18.8511602328626,11.4229014382134
"TCGA-44-3398-01A",13.8599243134842,16.3111557164613,14.6475403408132,15.1381607619734,17.6646230970972,15.1078513179918,16.562427101576,12.9861614730844,18.4875852093612,16.8895700446395,19.4839443265325,20.9041964640816,20.865018643158,8.91143551105978,16.4608888038694,13.7853615891457,12.9334343317091,10.3898571817084,15.7949513309465,16.0500649260839,12.995124020404,18.403636482784,12.1994706722464,14.6014415590282,10.7735473473166,10.1832212901418,9.570209785644,8.73658786711669,14.806736258657,19.9504457969795,16.0123408706556,7.65102092746873
"TCGA-64-5774-01A",13.2947009718777,14.0462200577475,9.77223980637141,14.7910988205053,18.4980907515175,18.6569674085761,11.9932073420866,15.4448942078666,17.2108557332102,12.1994706722464,14.6071169152938,13.1589902419164,19.0938555288758,17.4555176775948,14.7434011045879,9.04982088080135,15.5196824924754,12.2803095012829,19.742268670798,14.3732499012096,18.6629050302954,10.0017672592148,11.3002134596173,15.9131161331876,16.4071256325096,8.17711964362564,8.90577019377938,12.7594580347619,8.57912205131924,18.0901389048816,16.8104527782635,15.8187935388153
"TCGA-78-7146-01A",14.3368808341394,16.4709805134763,12.0972382134584,18.5002908439345,12.4702835542846,9.34543866084136,13.3556503436955,16.6329201066336,18.1661786707086,12.5450435480686,21.9375176704103,17.4008285825848,21.1619605218568,16.2140823524782,16.8100905002936,14.6825281606702,15.5712586602519,15.2732708339539,18.5052211592465,13.2361517460747,17.1180570156353,17.7131704526391,16.783466249328,15.1638286483102,16.009072598951,15.2162227150759,17.4544866615374,7.53908933663423,10.6709643576898,17.9431887127954,17.9936802163601,8.70448837845797
