"Case_IDs","KRT5","AQP4","S1PR5","NXPH4","TFAP2A","NTRK2","AP001972.5","KRT13","TICRR","TOX3","AC116407.1","GRHL3","WNT3A","SLC2A1","MUC21","SERPINB2","KRT16","B4GALNT4","GJB6","MAP1LC3C","E2F7","RPS29P11","PITX1","GNGT1","CAPN9","FAM83D","GPR87","FGFBP2","LRRN4","DUSP9","GABRA3","AC027288.1"
"TCGA-73-7498-01A",13.3129099830986,20.3512450479109,11.3946255815652,11.9391804856272,12.8757048956019,14.6390059082187,20.7943621797492,13.0981295704474,12.6079346081831,16.5330336851476,17.9601402656564,13.212395447547,12.4757495735604,15.9183122796204,17.8738102147834,8.44340430085461,10.8235801147831,12.1004405266248,11.4951117328888,16.3383179853828,11.7683190965954,19.0215587148831,9.8811911102778,9.69973353954605,17.3062975288641,13.8246612379002,10.6709643576898,11.7737095432311,17.4344167784536,9.40631103374716,8.99028979608741,15.8891677102234
"TCGA-97-A4M5-01A",18.8847697085212,20.4843654740266,13.8194890939265,11.1132066465118,16.5057127170238,14.4639102022979,20.897395533135,15.7609990814286,13.4170958246769,17.3931175804394,15.956555005816,13.7244934015135,13.5998540232952,19.2250286546278,15.8737688859902,10.8756652728033,13.290686912558,10.7594537678359,10.3383206221127,17.1229230848815,12.4029799942668,15.6987489245741,16.1682765390443,10.0462482095704,17.548848965844,15.9226028959599,12.9684706626553,14.8920015831977,16.0219946687,10.3898571817084,12.6355826794984,12.023612580239
"TCGA-78-7158-01A",12.108163321009,19.4415156541832,12.7953183511961,12.4029799942668,16.1962049986976,14.6524591750327,18.1191703368958,12.696748144829,14.6996751781925,15.1754240147052,16.9004135946715,13.199947526699,10.4088444432318,16.3628342889501,17.3103510331582,9.42888607513598,11.3815201685148,14.5502747674337,17.1263905114481,13.4499161431494,13.56659199843,16.4689472209541,15.861230834161,10.524537431436,12.2656433520223,15.3733965343602,8.91143551105978,11.2404326911488,15.9206857125033,12.4905313860395,8.14134848088747,9.36493938068545
"TCGA-78-8655-01A",13.1600586218562,19.0566507967972,13.1351875806476,11.2909806406003,18.6193952970399,15.0422655407968,17.2177189823371,11.8013304570653,13.8220783603097,17.0915931618,16.1262546894625,12.7104552233064,12.6038863370667,19.1241038898511,18.4222464268288,10.7511350304254,16.3446754611984,14.7371197376146,20.1276256405811,15.5550798825429,13.2585616493538,17.5902300559847,16.5420979803001,9.0823455157931,17.0310194362359,15.0056709298828,17.8926306231178,13.2156376304124,14.0520561477017,11.6965801665653,8.79890391088879,11.7922991337678
"TCGA-55-7725-01A",14.6126335736697,20.022514789191,13.7564063735838,9.72419253495313,18.2611411719584,20.7092142012132,18.3490802770324,12.1964566881719,13.5295227523071,17.3303487313125,17.0073934428326,13.3868616810779,10.8318359333593,17.3357575836443,20.3360435166157,7.44682698400795,16.518369726896,15.0617960909871,12.5064718079546,14.2606945426952,12.8943186281272,18.5186476207759,16.3022455846227,8.57912205131924,15.1596266740143,14.2916225625685,9.78009662312844,13.1128227640104,15.6072826741022,14.6162686116984,8.30366206698314,11.6038048107905
"TCGA-91-8497-01A",13.9690691342928,20.0174970546905,10.7256933470225,15.5615371514035,14.4072511004163,13.8864343210049,20.2549564750857,8.17711964362564,12.0857557430059,17.9665268794882,15.5540071389573,11.1229666730052,8.98470588929386,16.9338302863413,16.2243970574667,10.3212672223097,11.1155959853153,11.1180179913432,10.3147500066167,16.3442743265607,11.065965021912,16.6332959608293,16.079305271337,11.5305260109709,15.6381867689368,14.0003902309478,9.14380885383121,12.0186185893274,15.8119511290578,8.99028979608741,9.94598177512678,11.412315996729
"TCGA-50-5066-02A",13.9100985153189,15.7555377024843,13.6656553878847,13.8746011808792,14.7106866211542,15.0044118766799,20.2439590603669,14.9704742156271,15.0876559732828,11.2450680758665,14.6454262642198,14.3778635045724,8.68537309858083,19.2027430506117,19.8477284649559,8.76735402438516,16.9563538827856,13.963342796852,12.0516173801912,14.7336551910377,14.8093214719342,14.5920296426851,13.8778947836855,9.33134135297814,15.313509553424,17.2662011443196,13.71920512648,13.796672284169,13.7932858847676,14.4786283355666,10.8513080776166,9.01735939560233
"TCGA-80-5608-01A",14.1800973239467,18.9462499252266,10.5307568716776,14.3951637862289,14.6622596710557,13.6154273423837,18.9308464726393,11.3298103465161,15.1564990401483,18.0626572473191,16.0012987402253,12.1753448229971,10.3804355984484,17.9698702874251,19.4909259766717,9.7559552521009,13.6263913683406,16.6221409415124,12.7642304238954,14.7254287316504,14.0766103242837,15.8776294165281,16.7646021403093,15.1307760381225,17.4887931217059,18.4420707728425,10.5370568323544,11.6813275626438,14.8816524297525,8.81084612882883,8.63927664622713,10.9718021633696
"TCGA-39-5027-01A",25.5629229508275,18.4917314677725,19.1519181321658,18.1627087119991,17.863668665072,23.2802635463475,16.4941742755984,21.3593597406782,17.2447309279659,14.3717853418766,14.6064335690424,17.9913275136474,13.1740088885184,21.5941380850559,15.4304637079479,14.2037972227097,21.0720458189136,16.9638341421394,21.1247322054131,7.78876146744659,17.0531600800536,13.9658223926364,20.2519565846885,15.8247285418328,13.6145626870003,18.7225381203531,17.609911396785,16.1591426065007,13.3858450891987,16.3920116995047,17.9675310723103,10.0129697379956
"TCGA-66-2800-01A",17.588552370021,19.5179215483075,17.6499575318652,18.4970244976463,17.1138597563153,22.7468578945047,17.3327136915502,17.290309235528,15.8839236986286,11.4635275335034,14.9104181726421,17.4977680891831,16.1765296652884,23.4574438626498,14.4617090557825,16.1730661217365,21.7845032607627,16.6051940455194,20.2642960329121,14.64610802044,16.3300075143475,13.2656500881015,19.5333871391832,14.9516099049253,12.8120131001693,19.2130469836091,17.594213690155,18.0994937010921,14.8749423790487,16.5600900757783,16.7842157052532,8.55192449257743
"TCGA-98-8023-01A",25.7484861063751,14.991531636864,15.9400285015998,14.2778537730267,17.8345067429956,20.387269419324,17.538534979072,21.0777426907706,16.8859446632177,9.66272766879145,12.9572638472888,15.7120336601602,12.011743575011,20.5815873276792,9.18484853317538,12.7724999557114,24.7207686930328,15.4158547398328,18.7880371779087,11.3572051880643,16.6493491364148,11.5714040777971,16.9928812991089,14.114036000257,12.1316909664929,17.5745495927806,18.1873426636306,9.46024076506154,10.7340221564579,13.2715606339895,17.245753535298,9.31765451365998
"TCGA-66-2788-01A",25.5629229508275,14.3324278321912,16.9079839046528,18.1294416006209,17.6396195298505,20.5400972394059,16.4605013492412,23.9921146471155,15.8059640514338,11.6696009286024,11.444322102611,17.5586159493648,15.2299651507909,23.0052872216787,13.6575367141758,16.2770619473425,23.9759239321818,15.9301484824018,19.8882222204929,13.5877813587364,16.2132402604376,10.6936761020636,20.0953544632372,14.4445835206833,9.70773006391035,18.5364283305911,18.6112393694187,11.2909806406003,12.9651812979562,15.2790973777036,15.076358440306,7.08480161735107
"TCGA-60-2726-01A",25.0829154232351,14.7183906166341,18.9975495359971,16.8641675594113,18.0534681823827,21.3411732019371,16.251362618753,22.5382862437578,18.1205017344067,9.28892184950491,11.3836534997864,14.7190657305476,16.6163929521987,20.1340592110059,9.42429173158885,10.1067910439581,19.879178584866,18.0456753444554,19.085395150399,12.9197870034726,16.2261173608283,11.3113598447084,21.3029247888911,14.9342099428081,12.2832504633236,19.3607679788184,19.5013710332941,11.7138353157234,11.4464261906947,16.2680747642314,15.6747657574708,8.52304838507355
"TCGA-63-A5MM-01A",25.5094688488345,10.7735473473166,16.8707047342089,13.5711784805945,18.2430934821788,16.3903266675088,16.9892810744973,20.4732526494787,15.9873840947114,7.32845507886624,11.9042183578684,14.9257413246229,9.70773006391035,21.2430484590058,11.8140990013854,19.4341534765163,21.3954848978805,10.7423278602054,13.9829997487191,14.041334205971,16.7727616789819,11.9898538910857,18.1689856764114,14.4734968867901,9.1128944112752,17.5198512881128,19.0774817064636,11.8851632516041,14.8012639334955,15.8242426968021,10.2206493231804,9.71586823396981
"TCGA-77-7338-01A",25.6819039547234,18.3742485690814,18.9557707786952,16.6225396177081,18.2812332691742,23.3030286507746,17.1381573258191,18.2699678936153,16.0730144655358,11.6539193115351,13.0554845200548,17.1322995834375,13.4093279799747,24.075378523791,14.457982997312,17.1169985401483,22.2916878262331,16.6032561360587,22.1002458169465,12.1950388563167,16.9978405168155,13.9364615163135,18.4719339290697,15.1239354262964,12.1979630497654,17.7605767855449,19.3286369441006,21.7225889466226,14.681170196435,15.8867799874782,16.217497069919,9.20953742906414
"TCGA-56-7222-11A",16.3404287534084,22.5671751502956,13.4248211766067,10.6677413991992,12.2950450434729,17.5031477059695,21.2543117937335,16.0909553149325,11.7571838355842,14.8862864727495,19.8367473962514,11.5753782867274,13.9616761606453,15.9169044339711,16.796767662392,9.33134135297814,15.2455864155271,10.612366343994,12.1162308702785,15.5229794475087,10.5523094435912,19.0125086554773,12.3600972380873,7.97659171680291,16.4989603248155,13.9092117736734,11.0132098635632,13.99959206047,17.6406111736395,11.2659202410938,7.68954679476839,14.0105835044744
"TCGA-98-A538-01A",26.0741443900641,14.365046785515,18.461231276433,19.2641049419505,18.5978110154153,21.512022071944,15.9287456352574,25.5085662744271,17.2022768501841,10.5095111863172,13.1589902419164,18.0544915017087,14.1507653615862,24.3533174143794,15.7780351866443,17.458251867547,20.5083255933253,17.7182191971659,19.3328060979918,12.0565498569527,16.1320985540859,9.99063253751274,22.0405447529162,16.1093637399831,8.67259321626615,19.7489821030067,18.4148742428783,11.4207225905255,10.6795443902383,16.3578872680911,14.8663768611572,8.2200394400064
"TCGA-77-7465-01A",25.6205386332962,15.4236220496377,18.3406058497107,17.7094921027736,19.6793746598416,20.2259819309092,17.4461540872828,22.0836759169143,16.8928441471763,11.5035331748234,14.1723174903093,14.2630487129266,16.5819192052379,20.7574037022883,14.1659446968582,13.3368122660519,21.2068129362179,15.1951150127553,18.3793302779538,12.3401110720142,17.2501827551544,10.7227321501549,17.4176181654705,15.4114435355365,10.4537930742915,17.8358520092823,16.7002466193535,15.9976083794351,13.0883604762628,14.9522659919476,12.3357739561691,8.69174277028819
"TCGA-77-7139-01A",24.5709321447641,9.46935826233919,19.4313004739758,14.7931353871416,18.5160716016,23.1700617562949,15.5675742633544,17.2163394401708,16.7344440928766,10.291314505803,11.3637991354457,18.3891258383424,11.0812137682298,20.7247505524726,8.35244962648132,18.6093094959096,21.8059392790867,16.9366980474746,18.4767772569843,10.4753197750835,16.515996163427,10.7142211476927,18.7197031230186,15.685325165872,12.6116244402746,21.1024475403121,17.3303487313125,23.5715746072954,14.5640448902176,16.5549863673829,16.1343067462826,8.65264023285861
"TCGA-63-7023-01A",25.4570700465993,14.4363150268243,18.6001045156344,16.6336857420052,19.6832340562226,23.6110911728967,16.5203566217637,23.180819685583,17.9746704686641,12.3628104216059,12.2832504633236,16.9047339429465,11.1401754673295,19.7213308237177,10.0960367480409,18.1894687272901,18.3977350978932,19.0765706024763,19.1721708487884,10.9481435992748,17.8023973224829,10.9217779754153,18.0939589778786,15.491975656662,10.9561972794574,18.9614923656468,17.4977680891831,12.7738107219317,11.3389884321395,17.2519040723405,15.8761416984264,9.74817494124452
"TCGA-56-8629-01A",25.0471802643751,9.33134135297814,18.6900891581355,17.6825785670938,18.251513776907,19.6244371002877,15.53479073496,16.5413011724771,15.986418855081,11.6403967481029,12.8932351279414,16.9974855709851,16.2360411613143,22.2044816721189,13.0673952043832,12.5934680980278,21.4267856911591,17.2519040723405,18.8876995276934,8.41342430527292,15.9789622056742,11.171561123553,16.1587105063134,14.2817943368568,13.17067791727,17.8612899793346,19.6225291164554,10.2613905638524,9.26913007873061,17.2933627227262,16.9449181081569,8.27106697188206
"TCGA-66-2781-01A",25.155723585702,14.1683310519049,16.1709109601201,18.7573364685498,17.8104752305743,20.9096554126889,16.4403842373028,22.8826025030601,16.7277086262251,11.895560985692,14.8146617710339,16.2235160447346,15.7272165864652,21.851742614629,13.4746264588107,16.6409660920867,20.430226460692,17.5118366741356,20.1425539050557,10.1414714197742,16.6371302284424,8.99028979608741,19.0115856380185,15.2438323830482,10.4088444432318,18.5789908468413,19.5387849163245,10.7594537678359,9.95343746371583,16.3052514271246,15.8948935290796,8.06621282830102
"TCGA-NJ-A4YG-01A",15.8089552506936,17.4431340183935,12.1753448229971,10.6649477767556,16.2441701465739,13.812510577406,19.4637536389284,12.6379784942521,13.3288782346805,19.7853616941313,15.3304284605729,14.1057240017255,14.1024414424301,17.8341821556742,21.724201696827,10.0089519516637,15.4787896079474,13.9159931657428,12.8650711006339,15.4782569885099,12.4140460484514,18.3930452693996,16.9967700523005,8.57912205131924,16.5791933715026,14.5812472631855,12.6065320874535,10.7396900475563,16.8430493992021,10.5611566945398,8.22852395469424,9.99446030777435
"TCGA-55-8302-01A",17.186481495491,18.5747895999952,12.2329831490251,10.5732206320179,16.5330336851476,15.2359271482699,18.2047582696698,17.4203054314039,15.5103737110264,15.9905827753206,16.3965378223589,16.9616938174664,10.8513080776166,20.242923761784,22.8476529758229,10.731287230794,17.3164595920837,15.7530288974492,11.7627691920932,15.7363764311169,14.3951637862289,15.0858039226294,15.9836377790842,8.69829987959242,17.4498361305779,16.3788423795678,18.5966903172872,10.0017672592148,18.1766213206572,9.51795276093755,8.29570917574288,14.6021212333928
"TCGA-49-6745-01A",16.8993322621147,19.3983783321374,13.5257380422767,11.9131154107024,16.3895280499714,15.8486390843002,18.4387586234471,15.0743368564751,15.148383210634,12.9117053428135,16.8819627169237,16.3266604342287,11.1180179913432,19.8462824283735,22.004017269283,9.95343746371583,16.0187420152556,9.86609975887664,9.49586710778752,17.2957540688506,15.0321997062881,14.9197338949836,18.3909091463583,8.74883635375513,14.4609833560977,16.8108253221616,18.6403979038279,12.4716717600603,16.7657119858244,12.1507185324682,7.46303616931544,11.0082902307751
"TCGA-66-2768-01A",25.3186117223158,9.21451791721257,19.5630418632452,17.7820139368494,18.2058376665307,15.5497146571318,16.8859446632177,20.6224738884187,16.7504964768683,11.0632393264204,12.8720405044424,16.449208083018,15.4281809666967,22.4586914976822,9.11818188566873,18.8898454055983,23.436055315819,12.5529854905731,21.0663338084622,14.1340202543357,17.8131662088769,10.5883971193525,20.3175485425036,15.4364571246902,10.7142211476927,18.0736863739535,20.7305048275584,10.878564066006,9.586872097645,16.4371050139683,12.2817674421051,8.40584146907268
"TCGA-05-4389-01A",14.4064915100212,16.8703412189285,12.6556839806047,12.5171841046125,13.3975830771664,15.2419887003331,19.6093250015008,10.2813781766637,14.5740193347578,16.1111352909613,14.2397671550697,13.1256886791353,9.07654355514103,19.6106301209609,14.6176686260612,10.1308088547198,11.1009188175577,14.7652014554046,14.2006914271555,14.4251400811018,13.6656553878847,14.3944245146989,17.4790578432932,12.6103943184859,13.500258889674,16.985887729774,13.5397533310149,11.8886188539065,14.3914654734276,11.0282548059135,17.9469150321311,9.28388285571551
"TCGA-55-6712-01A",16.6941896244032,16.6355918714358,12.4262618672875,12.221092898112,16.0317015903513,13.9979061222248,20.0524545028963,11.9866304953137,14.6176686260612,12.5676850164618,15.9887800591655,14.3422385656793,10.2647761369915,20.37699591914,21.738760103319,10.7960086200894,15.4577488775412,9.94598177512678,10.5913474177396,14.0815411887536,15.5378692195036,13.6284017057315,14.3877370611613,8.33557929220683,12.7276371809794,16.9741734552238,17.6862430281014,12.0775941387581,16.8685432394146,9.91169033221441,19.9065018395681,13.232109719798
"TCGA-93-7348-01A",17.6326174089213,17.8054354441534,12.1065421804776,13.0642020612135,16.911214943346,14.7106866211542,19.1987535071675,9.72014120352054,12.7362859283488,17.9882713424582,15.7130557138282,12.5934680980278,12.2728316814741,17.9828335231742,16.754976079435,12.0646506619249,14.1619100147765,15.5654066953572,13.5620369000725,15.2461844370744,14.5877528387306,16.0026320259745,14.7625742688922,8.85219589958226,12.7142135669978,15.1146280655974,15.2609416638961,10.1376518352067,13.4431733487429,12.2508435335496,8.59261980152134,8.5376975599997
"TCGA-43-A56U-01A",24.6704835892693,12.2180049522356,17.8515969365924,16.3295602854944,19.575235180743,17.1885317498771,16.912648058386,19.5796260486805,15.8212447301481,13.7871760844,11.8410115065757,16.8892107737612,12.1979630497654,22.1547838337966,8.52304838507355,16.0775148720675,23.7804035497658,16.2369126554612,20.3016580526988,12.3572396357025,15.2920802912707,9.7400349197359,17.2712751890938,12.2876032367115,13.1001790269463,16.4455883840021,19.5587275728797,12.0050471188637,7.47901439624991,13.1978313686056,14.6665222188352,7.01431054480921
