Case_IDs,BSN-AS1,RHBG,RP11-524L6.4,CDKN2B,CTD-2066L21.3,CTA-212A2.3,MAGI1-IT1,PSMD4,RP3-324O17.8,EIF4E3,SORBS2,CTD-2154B17.3,RP11-708J19.3,GBAP1,CADPS,SNORA72,ERVFRD-3,DAB2,AC112219.1,NUP210L,ERC2-IT1,INTS6P1,APOL2,MTX1,TPMTP2,CDKN2B-AS1,GBE1,CTD-2154B17.1,RNU4-78P,INTS3,PRIMPOL,MYLKP1,RNU6-1309P,RP1-251I12.1,SUCLG2-AS1,RP11-169K17.2,IZUMO3,APOL6,RP11-216N14.7,DNAH12
TCGA-64-1680-01A,-0.1172,0.232,0.2055,-1.1456,0.2332,-0.1018,-0.1048,0.2521,-0.1153,-0.1244,0.2142,0.2312,-0.1172,0.232,-0.1084,0.1732,-0.5406,0.2316,-0.1244,0.232,-0.1122,0.2316,-0.1018,0.232,-0.1172,-1.1456,-0.1244,0.2312,-0.1172,0.232,0.2142,-0.1244,0.2521,0.2312,-0.1048,-0.1172,-0.5132,-0.1018,0.232,-0.1122
TCGA-97-8175-10A,0.001,0.0047,0.0006,-0.0057,0.0017,-0.0028,0.001,0.0047,0.0024,0.001,0.0011,-0.0001,0.001,0.0047,0.001,0.0024,-0.0057,0.0017,0.001,0.0047,0.001,0.0017,-0.0028,0.0047,0.0027,-0.0057,-0.009,-0.0001,0.0027,0.0047,0.0011,0.001,0.0047,0.0005,0.001,0.0019,-0.0027,-0.0028,0.0047,0.001
TCGA-66-2770-01A,-0.3229,0.3827,-0.0903,-0.9797,0.2506,-0.0527,-0.3197,0.4219,0.1194,-0.3197,-0.0744,0.2576,-0.3229,0.3827,-0.3197,0.1018,-0.9797,0.2675,-0.3197,0.3827,-0.3132,0.2675,-0.0527,0.3827,-0.3229,-0.9797,-0.3164,0.2576,-0.3229,0.3827,-0.0744,-0.3197,0.4219,0.2576,-0.3197,-0.3142,-1.0047,-0.0527,0.3827,-0.3197
TCGA-85-8288-10A,0.0023,0.0031,0.005,-0.0006,0.005,0.0026,-0.0017,0.0158,0.0049,0.0075,0.0154,0.0089,0.0023,0.0031,-0.0017,0.0047,-0.0006,0.005,0.0075,0.0031,0.0023,0.005,0.0026,0.0031,0.0082,-0.0006,0.0059,0.0089,0.0082,0.0031,0.0154,0.0075,0.0158,0.0058,-0.0017,0.0129,0.0033,0.0026,0.0031,0.0023
TCGA-55-6968-11A,0.0121,0.0105,0.0084,0.0261,0.0096,0.0009,0.0034,0.0302,0.0014,0.0042,0.0199,0.0067,0.0121,0.0105,0.0121,0.007,0.0261,0.0096,0.0042,0.0105,0.0121,0.0096,0.0009,0.0105,0.0121,0.0261,0.0042,0.0067,0.0121,0.0105,0.0199,0.0042,0.0302,0.0173,0.0034,0.0121,0.0135,0.0009,0.0105,0.0121
TCGA-58-A46N-01A,-0.3689,0.361,-0.3452,-0.3015,0.4522,0.464,-0.3337,0.4236,-0.3332,-0.4221,-0.3475,0.3878,-0.3689,0.361,-0.3362,0.4069,-0.3015,0.4522,-0.4221,0.361,-0.2998,0.4522,0.464,0.361,-0.3689,-0.3015,-0.3689,0.3878,-0.3689,0.361,-0.3475,-0.4221,0.4239,0.4564,-0.3337,-0.3369,-0.3735,0.464,0.361,-0.3531
TCGA-50-8457-01A,-0.0817,0.291,0.1401,-0.0299,0.1401,-0.1041,-0.0817,0.2821,-0.0064,-0.0817,-0.0329,0.1401,-0.0817,0.291,-0.0817,0.0141,-0.0299,0.1401,-0.0817,0.291,-0.0817,0.1401,-0.1041,0.291,-0.0817,-0.0299,-0.0817,0.1401,-0.0817,0.291,-0.0329,-0.0817,0.2821,0.1401,-0.0817,-0.0817,-0.0299,-0.1041,0.291,-0.0817
TCGA-85-7843-01A,-0.2919,-0.171,-0.1991,-0.2635,0.764,-0.0267,-0.2773,-0.1469,0.1527,-0.7503,-0.0485,0.7641,-0.2919,-0.1449,-0.3215,0.9614,-0.2635,0.778,-0.7503,-0.1449,-0.2793,0.778,-0.0267,-0.1449,-0.2919,-0.2635,-0.7221,0.7641,-0.2919,-0.1449,-0.0485,-0.7503,-0.1469,0.7791,-0.2773,0.0686,-0.2851,-0.0267,-0.1449,-0.2793
TCGA-92-8063-10A,0.0077,0.003,0.0051,0.0089,0.0023,0.0045,0.0077,0.0193,0.0049,0.0078,0.01,0.0062,0.0077,0.003,0.0077,0.0026,0.0089,0.0023,0.0078,0.003,0.0077,0.0023,0.0045,0.003,0.0077,0.0089,0.0001,0.0062,0.0077,0.003,0.01,0.0078,0.0193,0.0023,0.0077,0.0077,0.0089,0.0045,0.003,0.0077
TCGA-66-2755-11A,0.0102,0.0059,0.0051,0.008,0.0034,0.0124,0.0102,0.0059,0.0085,0.0102,0.0077,0.0065,0.0102,0.0059,0.0102,0.005,0.008,0.0034,0.0102,0.0059,0.0102,0.0034,0.0124,0.0059,0.0142,0.008,0.0102,0.0065,0.0142,0.0059,0.0077,0.0102,0.0059,0.0123,0.0102,0.0103,0.008,0.0124,0.0059,0.0102
TCGA-43-6770-10A,0.0161,0.0209,0.0162,0.0164,0.0181,0.0307,0.0161,0.014,0.0184,0.0161,0.0241,0.0172,0.0161,0.0139,0.0161,0.0178,0.0164,0.0181,0.0161,0.0139,0.0161,0.0181,0.0307,0.0139,0.0163,0.0164,0.0241,0.0172,0.0163,0.0139,0.0241,0.0161,0.014,0.0181,0.0161,0.0163,0.0212,0.0146,0.0139,0.0161
TCGA-58-8392-01A,-0.4201,0.2281,-0.4532,-1.8197,0.6456,0.2267,-0.4201,0.2381,-0.3078,-0.4201,-0.4213,0.3123,-0.4201,0.2281,-0.4201,1.8494,-1.8197,0.6456,-0.4201,0.2281,-0.4201,0.6456,0.2267,0.2281,-0.4328,-1.8197,-0.4201,0.3123,-0.4328,0.2281,-0.4213,-0.4201,0.2381,0.3743,-0.4201,-0.4479,-0.4222,0.2267,0.2281,-0.4201
TCGA-77-7465-01A,-0.2993,0.1794,-0.2852,-0.2464,0.8586,0.2394,-0.246,0.1571,0.2,-0.3043,-0.2502,0.8466,-0.2993,0.1794,-0.246,0.4739,-0.2464,0.8586,-0.3043,0.1794,-0.246,0.8586,0.2394,0.1794,-0.2993,-0.2464,-0.2386,0.8466,-0.2993,0.1794,-0.2502,-0.2386,0.1571,0.8466,-0.246,-0.2876,-0.2208,0.2394,0.1794,-0.246
TCGA-44-7659-10A,-0.0014,-0.0013,-0.0011,0.0076,0.0009,0.009,0.0029,0.0394,0.0044,-0.0032,0.0166,0.0059,-0.0014,-0.0013,0.0029,0.0039,0.0076,-0.0014,-0.0032,-0.0013,0.0034,-0.0014,0.009,-0.0013,-0.0014,0.0076,-1.0126,0.0059,-0.0014,-0.0013,0.0166,-0.0032,0.0394,0.0009,-0.0048,0.0082,0.0076,0.009,-0.0013,0.0034
TCGA-94-8491-01A,-0.3186,0.0976,-0.3006,-0.885,0.4952,-0.315,-0.3149,0.1028,0.0725,-0.3323,0.0724,0.5981,-0.1722,0.0976,-0.3186,-0.1837,-0.885,0.4952,-0.3323,0.0976,-0.3186,0.4952,-0.315,0.0976,-0.1722,-0.885,-0.3021,0.5981,-0.1722,0.0976,0.0724,-0.3323,0.1028,0.5981,-0.3149,0.4368,-0.885,-0.315,0.0976,-0.3186
TCGA-22-5479-11A,0.004,0.011,0.006,0.012,0.007,-0.001,0.0059,0.0405,0.0054,0.0027,0.0101,0.0067,0.004,0.011,0.0059,0.0072,0.012,0.007,0.0027,0.011,0.004,0.007,-0.001,0.011,0.004,0.012,0.0032,0.0067,0.004,0.011,0.0101,0.0027,0.0405,0.0296,0.0059,0.004,0.0097,-0.001,0.011,0.004
TCGA-18-3417-01A,-0.2673,0.1937,-0.2742,-0.2752,0.5507,-0.1491,-0.2789,0.1943,0.1854,-0.2679,-0.2677,0.8268,-0.2673,0.1937,0.2662,0.2014,-0.2752,0.6232,-0.2679,0.1937,0.5811,0.6232,-0.1491,0.1937,0.2332,-0.2752,-0.2663,0.8268,0.2332,0.1937,-0.2677,-0.2679,0.1943,0.811,-0.2789,-0.2538,0.0421,-0.1491,0.1937,-0.2777
TCGA-63-A5MN-10A,0.0021,-0.0038,0.0004,0.0051,0.002,-0.0171,0.0081,-0.0036,-0.0058,0.0054,0.0088,0.001,0.0021,-0.0038,0.0021,-0.002,0.0051,0.002,0.0054,-0.0038,0.0021,0.002,-0.0171,-0.0038,0.0021,0.0051,0.0054,0.001,0.0021,-0.0038,0.0088,0.0054,-0.0036,0.001,0.0081,0.0021,0.0051,-0.0171,-0.0038,0.0021
TCGA-05-5423-10A,0.0069,0.0058,0.0041,-0.0003,0.009,0.0043,0.0049,0.034,0.0012,0.0049,0.0151,-0.0065,0.0067,0.0058,0.0049,0.0022,-0.0003,0.009,0.0049,0.0058,0.0049,0.009,0.0043,0.0058,0.0067,-0.0003,0.0115,-0.0065,0.0067,0.0058,0.0151,0.0049,0.034,0.01,0.0049,0.0015,0.0088,0.0043,0.0058,0.0049
TCGA-50-5066-10A,0.0091,0.0061,0.0102,0.009,0.0094,0.0085,0.0091,0.0362,0.0055,0.0091,0.0138,0.0107,0.0091,1.2814,0.0091,0.0025,0.009,0.0094,0.0091,0.004,0.0091,0.0094,0.0085,0.004,0.0091,0.009,0.0091,0.0107,0.0091,0.004,0.0138,0.0091,0.0362,0.0107,0.0091,0.0091,0.009,0.0046,0.004,0.0091
TCGA-91-A4BC-10A,0.0042,-0.0002,0.0018,0.014,0.007,0.0078,0.0042,0.0091,0.004,0.0061,0.0102,0.0122,0.0042,-0.0002,0.0042,0.0024,0.014,0.007,0.0061,-0.0002,0.0042,0.007,0.0078,-0.0002,0.0042,0.014,0.0087,0.0122,0.0042,-0.0002,0.0102,0.0061,0.0091,0.0122,0.0042,0.0114,0.0056,0.0078,-0.0002,0.0042
TCGA-L9-A743-10A,0.0059,0.0071,0.002,0.0164,0.0044,0.0033,0.0059,0.0071,0.0084,0.0059,0.0215,0.0052,0.0059,0.0071,0.0059,0.0059,0.0164,0.0044,0.0059,0.0071,0.0059,0.0044,0.0033,0.0071,0.0059,0.0164,0.0059,0.0052,0.0059,0.0071,0.0215,0.0059,0.0071,0.0052,0.0059,0.0059,0.0164,0.0033,0.0071,0.0059
TCGA-85-8666-01A,-0.1823,0.2999,-0.1885,-0.1551,0.1524,-0.1021,-0.1841,0.3057,0.1564,-0.1959,-0.1789,0.1503,-0.1823,0.2999,-0.1841,0.3032,-0.1551,0.1524,-0.1959,0.2999,-0.1823,0.1524,-0.1021,0.2999,-0.1823,-0.1551,-0.1967,0.1503,-0.1823,0.2999,-0.1789,-0.1959,0.3057,0.165,-0.1841,-0.1823,-0.175,-0.1021,0.2999,-0.1841
TCGA-05-4430-10A,0.0158,0.0174,0.0145,0.0136,0.0104,0.0188,0.0158,0.0256,0.0163,0.0158,0.0167,0.0098,0.0158,0.0174,0.0158,0.0198,0.0136,0.0104,0.0158,0.0174,0.0158,0.0104,0.0218,0.0174,0.0158,0.0136,-1.2832,0.0098,0.0158,0.0174,0.0167,0.0158,0.0256,0.002,0.0158,0.0158,0.0201,0.0188,0.0174,0.0158
TCGA-66-2794-11A,0.0083,0.0056,0.0025,0.0038,0.0071,0.0047,0.0083,0.017,0.0069,0.0066,0.0161,0.0023,0.0083,0.0056,0.0083,0.0145,0.0038,0.0026,0.0066,0.0056,0.0083,0.0026,0.0047,0.0056,0.0083,0.0038,0.0066,0.0023,0.0083,0.0056,0.0161,0.0066,0.017,0.0023,0.0083,0.0083,0.0083,0.0047,0.0056,0.0083
TCGA-62-A46V-01A,0.0536,0.3434,-0.3503,-0.3415,0.0565,0.025,0.0536,0.3598,0.0348,0.0536,0.1059,0.0526,0.0536,0.3434,0.0536,0.5327,-0.3415,0.0565,0.0536,0.3434,0.0536,0.0565,0.025,0.3434,0.0536,-0.3415,0.0743,0.0526,0.0536,0.3434,0.1059,0.0536,0.3598,0.0693,0.0536,0.0536,-0.3415,0.025,0.3434,0.0536
TCGA-43-A56U-01A,-0.0829,0.0598,-0.0865,-0.0882,0.054,0.0554,-0.0829,0.0681,0.0504,-0.0948,-0.1019,0.1731,-0.0829,0.0598,-0.0829,0.2795,-0.0882,0.054,-0.0948,0.0598,-0.0829,0.054,0.0554,0.0598,-0.0829,-0.0882,-0.0948,0.1731,-0.0829,0.0598,-0.1019,-0.0948,0.0681,0.1731,-0.0829,0.0566,-0.094,0.0554,0.0598,-0.0829
TCGA-90-7769-10A,0.0064,0.0024,0.0019,0.0121,0.0052,0.009,0.0064,0.0316,0.0081,0.0077,0.0162,0.0031,0.0064,0.0024,0.0064,0.01,0.0121,0.0052,0.0077,0.0024,0.0064,0.0052,0.009,0.0024,0.0064,0.0121,0.0077,0.0031,0.0064,0.0024,0.0162,0.0077,0.0316,0.0106,0.0064,0.0064,0.0173,0.009,0.0024,0.0064
TCGA-MP-A4T6-01A,-0.3881,0.6,-0.3211,-1.4514,0.2481,-0.6976,-0.3467,0.6053,0.2673,-0.3498,0.2344,0.2409,-0.3881,0.5188,-0.3467,-0.3409,-1.4514,0.2481,0.3114,0.5188,-0.3881,0.2481,-0.6976,0.5188,-0.3899,-1.4514,-0.3505,0.2409,-0.3899,0.5188,0.2344,-0.3505,0.6053,0.2481,-0.3467,-0.3666,-0.3622,-0.6976,0.5188,-0.3881
TCGA-35-3615-10A,0.0022,0.0037,0.0058,0.0129,0.009,0.0092,0.0107,0.0203,0.0102,0.0074,0.0053,0.0077,0.0022,0.0037,0.0098,-0.0048,0.0129,0.009,0.0074,0.0037,0.0022,0.009,0.0092,0.0037,0.0022,0.0129,0.0121,0.0077,0.0022,0.0037,0.0053,0.5129,0.0203,0.0082,0.0107,0.01,0.0107,0.0092,0.0037,0.0022
TCGA-63-7020-01A,-0.2526,0.0291,-0.2518,-0.2503,0.3771,0.1344,-0.2526,0.035,0.5157,-0.2526,-0.2554,0.3608,-0.2526,0.0291,-0.2526,0.0408,-0.2503,0.3771,-0.2526,0.0291,-0.2526,0.3771,0.1344,0.0291,-0.2526,-0.2503,-0.2205,0.3608,-0.2526,0.0291,-0.2554,-0.2526,0.035,0.3828,-0.2526,-0.2692,-0.2503,0.1344,0.0291,-0.2526
TCGA-NC-A5HT-01A,0.0593,0.0535,-0.6296,-0.6129,0.5444,0.0914,0.0755,0.0544,0.0809,0.0475,-0.6523,0.5479,0.0593,0.0535,0.0755,0.0652,-0.6129,0.5444,0.0475,0.0535,0.0593,0.4763,0.0914,0.0535,0.0546,-0.6129,0.0053,0.5479,0.0546,-2.8242,-0.6523,0.0475,0.0544,0.5479,0.0755,0.0519,-0.6129,0.0914,0.0535,0.0593
TCGA-05-4424-10A,0.0093,0.0082,0.0094,0.0211,-0.0013,0.0,0.0093,0.0147,0.0035,0.0093,0.0169,-0.005,0.0093,0.0082,0.0093,0.0085,0.0211,-0.0013,0.0093,0.0082,0.0093,-0.0013,0.0,0.0082,0.0093,0.0211,0.0079,-0.005,0.0093,0.0082,0.0169,0.0093,0.0147,0.0097,0.0093,0.0093,0.0211,0.0,0.0082,0.0093
TCGA-34-5928-10A,0.0186,0.0153,0.0126,0.0157,0.0055,0.0111,0.0186,0.0132,0.0168,0.0127,0.0171,0.017,0.0186,0.0153,0.0186,0.0171,0.0157,0.0061,0.0127,0.0153,0.0186,0.0061,0.0111,0.0153,0.0186,0.0157,0.0127,0.017,0.0186,0.0153,0.0171,0.0127,0.0132,0.017,0.0186,0.0186,0.0157,0.0111,0.0153,0.0186
TCGA-77-7141-11A,0.0053,0.0103,0.0021,-0.0011,0.006,0.0168,0.0122,0.0198,0.0082,-0.0083,0.0025,0.0062,0.0053,0.0103,0.0122,-0.0006,-0.0011,0.006,-0.0083,0.0103,0.0053,0.006,0.0168,0.0103,0.0053,-0.0011,-0.0045,0.0062,0.0053,0.0103,0.0025,-0.0083,0.0198,0.0073,0.0122,-0.0013,0.0024,0.0168,0.0103,0.0053
TCGA-78-7542-01A,-0.2778,0.0073,0.0683,-0.9524,-0.0104,-0.0872,-0.303,0.0354,0.1156,-0.121,0.2415,0.0422,-0.2778,0.0073,-0.303,0.2733,-0.3225,0.0576,-0.121,0.0073,-0.3508,0.0576,-0.0872,0.0073,-0.2778,-0.2896,-0.0809,0.0422,-0.2778,0.0443,0.2415,0.1324,0.0354,0.0452,-0.1008,-0.2937,-0.3252,-0.0872,0.0073,-0.2849
TCGA-93-7347-01A,0.0351,0.0319,0.0126,-0.123,0.3353,-0.1597,0.0078,0.0459,-0.1413,0.0081,-0.0048,0.8191,0.0351,0.0319,0.0078,0.1844,-0.123,0.1908,0.0081,0.0319,0.0078,0.1908,-0.1597,0.0319,0.0351,-0.123,0.0081,0.8191,0.0351,0.0319,-0.0048,0.0081,0.0459,0.9492,0.0078,0.0251,-0.1295,-0.1597,0.0319,0.0078
TCGA-75-6211-10A,0.0197,0.0188,0.0144,0.0233,0.0144,0.0133,0.0197,0.0052,0.0198,0.0197,0.0182,0.0181,0.0197,0.0188,0.0197,0.0153,0.0233,0.0144,0.0197,0.0188,0.0197,0.0144,0.0133,0.0188,0.0197,0.0233,0.0197,0.0181,0.0197,0.0188,0.0182,0.0197,0.0052,0.0181,0.0197,0.0144,0.0233,0.0133,0.0188,0.0197
TCGA-69-A59K-01A,0.173,0.2,-0.348,0.573,0.3763,-0.0268,0.173,0.184,0.2101,0.1605,0.179,0.4013,0.173,0.2,0.173,0.3503,0.573,0.3867,0.1605,0.2,0.173,0.3867,-0.0268,0.2,0.1655,0.573,0.3791,0.4013,0.1655,0.2,0.179,0.1605,0.184,0.4071,0.1354,0.1685,0.561,-0.0268,0.2,0.173
TCGA-05-4422-01A,0.0452,0.7381,-0.0015,0.0036,0.3951,0.0366,-0.0108,0.7105,-0.4471,0.0008,0.0083,0.3956,0.0452,0.7381,-0.0108,1.3787,0.0036,0.3951,0.0008,0.7381,0.009,0.3951,0.0366,0.7381,0.0079,0.0036,0.0037,0.3956,0.0079,0.7381,0.0083,0.0008,0.7105,0.3956,-0.0108,0.0053,0.0166,0.0366,0.7381,0.009
TCGA-55-8513-10A,-0.001,-0.0005,-0.001,-0.003,0.0011,-0.0007,0.0005,-0.0005,0.0042,0.0005,0.0013,0.0044,-0.001,-0.0005,0.0005,0.0023,-0.003,0.0011,0.0005,-0.0005,0.0041,0.0011,-0.0007,-0.0005,-0.001,-0.003,-0.0033,0.0044,-0.001,-0.0005,0.0013,0.0005,-0.0005,-0.0074,0.0005,-0.001,-0.003,-0.0007,-0.0005,0.0041
TCGA-22-4599-11A,0.0109,0.0159,0.0264,0.0078,0.0249,0.0203,0.017,0.0159,0.0145,0.0158,0.0075,0.0221,0.0109,0.0159,0.017,0.0115,0.0078,0.0249,0.0158,0.0159,0.0109,0.0249,0.0203,0.0159,0.0109,0.0078,0.014,0.0221,0.0109,0.0159,0.0075,0.0158,0.0159,0.0221,0.017,0.0109,0.0135,0.0203,0.0159,0.0109
TCGA-L3-A524-01A,-0.1853,0.4592,-0.2197,-1.0154,0.8347,-0.0633,-0.0187,0.5487,0.449,-0.1612,-0.4401,0.6451,-0.1853,0.5982,0.5697,0.1684,-1.0154,0.8091,-0.1612,0.5982,-0.0247,0.8091,-0.0633,0.5982,-0.0386,-1.0154,-0.1383,0.6451,-0.0386,0.5982,-0.4401,-0.0869,0.5487,0.6451,-0.0187,-0.102,-1.0154,-0.0633,0.5982,-0.1267
TCGA-97-8177-01A,-0.1712,0.0655,0.0591,-0.3875,0.0323,0.0015,-0.1447,0.103,0.1869,-0.1588,-0.0303,0.0131,-0.1712,0.0655,-0.1447,-0.0313,-0.3875,0.0261,-0.1588,0.0655,-0.1712,0.0261,0.0015,0.0655,-0.1712,-0.3875,-0.1123,0.0131,-0.1712,0.0753,-0.0303,-0.1313,0.103,0.0296,-0.1447,-0.1893,-0.2519,0.0015,0.0655,-0.1712
TCGA-58-A46L-01A,-0.3847,0.6195,-0.3793,-1.0072,0.349,0.0433,-0.3852,0.6304,0.0568,-0.3852,-0.3919,-0.014,-0.3847,0.6195,-0.3852,-0.0376,-1.0072,0.5555,-0.3852,0.6195,-0.3852,0.5555,0.0433,0.6195,0.0649,-1.0072,-0.3827,-0.014,0.0649,0.6195,-0.3919,-0.3852,0.6304,1.2181,-0.3852,0.0649,-1.0072,0.0433,0.6195,-0.3852
TCGA-53-7624-01A,-0.3273,0.3019,-0.3672,-2.2274,0.2709,-0.357,-0.3816,0.3296,0.4431,-0.3928,-0.3964,0.3209,-0.3273,0.6543,-0.4008,0.0993,-2.2274,0.2768,-0.3928,0.2833,-0.3273,0.2214,-0.357,0.6543,-0.3273,-2.2274,-0.3928,-0.8754,-0.3273,0.2833,-0.3964,-0.3928,0.3296,0.3136,-0.3816,-0.3284,0.0758,-0.357,0.2833,-0.3273
TCGA-62-A471-10A,0.0036,0.0112,0.0148,-0.0041,0.0031,0.0124,0.0163,0.0544,0.0046,0.016,0.0269,0.027,0.0036,0.0112,0.0163,0.0087,-0.0041,0.0022,0.016,0.0112,0.0163,0.0022,0.0124,0.0112,0.0036,-0.0041,-0.0123,0.027,0.0036,0.0112,0.0912,0.016,0.0544,-0.0091,0.0163,0.0037,-0.0041,0.0124,0.0112,0.0163
TCGA-69-8253-10A,-0.0006,0.0108,-0.0017,-0.0064,0.0079,0.0161,0.0032,0.0108,0.0026,0.0015,-0.0025,-0.0104,-0.0006,0.0108,0.0032,0.0033,-0.0064,-0.0003,0.0015,0.0108,-0.0006,-0.0003,0.0161,0.0108,-0.0018,-0.0064,0.0002,-0.0104,-0.0018,0.0108,-0.0025,0.0015,0.0108,-0.006,0.0032,-0.0018,-0.0064,0.0061,0.0108,-0.0006
TCGA-43-8115-01A,-0.2992,0.1295,-0.0588,-0.2855,0.0497,0.0206,-0.2992,0.1301,0.0114,-0.2992,-0.2906,0.0497,-0.2992,0.1295,-0.2992,1.1975,-0.2855,0.0497,-0.2992,0.1295,-0.2992,0.0497,0.0206,0.1295,-0.2898,-0.2855,-0.2992,0.0497,-0.2992,0.1295,-0.2906,-0.2992,0.1301,0.0497,-0.2992,-0.207,-0.2855,0.0206,0.1295,-0.2992
TCGA-66-2759-11A,0.0058,0.0031,0.0076,0.0026,0.0131,0.0098,0.0034,0.0118,0.0015,0.0034,0.019,0.01,0.0058,0.0031,0.0034,0.0048,0.0026,0.0082,0.0034,0.0031,0.0058,0.0082,0.0098,0.0031,0.0058,0.0026,0.0072,0.01,0.0058,0.0031,0.019,0.1006,0.0118,0.0036,0.0034,0.0058,0.0112,0.0098,0.0031,0.0058
TCGA-MP-A4TK-01A,-0.1019,0.0787,-0.0837,-0.3812,0.1173,-0.3617,-0.1081,0.5234,0.1256,-0.1304,-0.008,0.6038,0.0372,0.0787,-0.1065,0.1561,-0.3812,0.1334,-0.1304,0.0787,-0.1065,0.1334,-0.3617,0.0787,-0.0776,-0.3812,-0.1304,0.6038,0.0726,0.0787,-0.008,-0.1304,0.5234,0.6038,-0.1081,0.0932,-0.2642,-0.3617,0.0787,-0.1065
TCGA-97-7546-10A,0.0026,-0.0019,-0.0002,0.002,-0.0006,-0.0008,0.0026,-0.0008,-0.0003,-0.0028,0.002,0.0008,0.0026,-0.0019,0.0026,0.0013,0.002,-0.0006,-0.0028,-0.0019,0.0026,-0.0006,-0.0008,-0.0019,0.0026,0.002,-0.0028,0.0008,0.0026,-0.0019,0.002,-0.0028,-0.0008,0.0008,0.0026,0.0026,0.0057,-0.0008,-0.0019,0.0026
TCGA-66-2793-01A,-0.5903,0.2596,-0.5499,-3.3725,-0.5921,-0.5759,-0.5204,0.2845,0.777,-0.5468,-0.506,-0.5512,-0.5756,0.2596,-0.5548,0.2749,-3.3725,-0.5917,-0.5468,0.2596,-0.5444,-0.5917,-0.5759,0.2596,-0.5756,-3.3725,-0.5733,-0.5512,-0.5756,0.2596,-0.506,-0.5375,0.2845,-0.5439,-0.5093,-0.5248,-0.534,-0.5759,0.2596,-0.5955
TCGA-33-4566-01A,-0.131,0.3643,-0.1285,-0.9886,0.4371,-0.0854,-0.1236,0.3878,-0.1368,-0.1392,-0.491,0.4494,-0.131,0.3643,-0.1236,0.2958,-0.9886,0.4371,-0.1392,0.3643,-0.1282,0.4371,-0.0854,0.3643,-0.131,-0.9886,-0.1369,0.4494,-0.131,0.3643,-0.491,-0.1392,0.3878,0.7544,-0.1236,-0.0827,0.1623,-0.0854,0.3643,-0.1282
TCGA-34-2596-01A,-0.3686,0.315,-0.32,-0.2613,0.3022,0.2725,-0.2857,0.2765,0.2588,-0.2948,-0.2864,0.4513,-0.3686,0.2451,-0.3089,0.2872,-0.2613,0.3173,-0.2948,0.2451,-0.3492,0.3173,0.2725,0.2451,-0.3177,-0.2613,-0.2948,0.4513,-0.3177,0.2451,-0.2864,-0.2948,0.2765,0.461,-0.2857,-0.3464,-0.2848,0.2725,0.2451,-0.3492
TCGA-91-A4BC-01A,-0.0787,0.2924,-0.0892,0.065,0.1935,-0.1518,-0.0876,0.4465,0.0648,0.3022,-0.1369,0.2599,-0.0787,0.401,-0.074,0.059,0.065,0.1935,0.2861,0.401,-0.0787,0.1935,-0.1518,0.401,-0.0787,0.065,0.3323,0.2599,-0.0787,0.401,-0.1369,0.2861,0.3073,0.2599,0.2947,-0.1449,0.05,-0.1518,0.401,-0.0787
TCGA-94-A4VJ-10A,0.0023,-0.0023,0.0032,0.0029,0.0022,0.0017,-0.0029,-0.0031,0.0037,-0.0063,-0.0048,-0.0014,0.0023,-0.0023,0.0023,0.0066,0.0029,0.0022,-0.0063,-0.0023,0.0023,0.0022,0.0017,-0.0023,0.0023,0.0029,0.0003,-0.0014,0.0023,-0.0023,-0.0048,-0.0063,-0.0031,-0.0014,-0.0029,0.0023,0.0045,0.0017,-0.0023,0.0023
TCGA-75-6207-01A,-0.4633,0.2387,0.11,-0.5978,-0.5041,-0.0883,-0.5312,0.2519,-0.3074,-0.5682,-0.0133,0.3198,-0.4633,0.2387,-0.5312,0.1338,-0.5978,-0.4354,-0.5682,0.2387,-0.5312,-0.4354,-0.0883,0.2387,-0.5263,-0.5978,-0.4945,0.3198,-0.5263,0.2387,0.0629,-0.3011,0.2519,0.7686,-0.5682,-0.5436,-0.6325,-0.0883,0.2387,-0.5312
TCGA-MP-A4T4-01A,-0.0729,0.1393,-0.0809,-0.052,0.1235,0.0126,-0.0729,0.1418,0.0408,-0.0686,0.1279,0.215,-0.0729,0.1393,-0.0729,0.4004,-0.052,0.1235,-0.0686,0.1393,-0.0729,0.1235,0.0126,0.1393,-0.0729,-0.052,-0.0882,0.215,-0.0729,0.1393,0.1279,-0.0686,0.1418,0.215,-0.0729,-0.1935,-0.0579,0.0126,0.1393,-0.0729
TCGA-98-7454-01A,-0.0316,0.1374,-0.1102,0.1175,0.1327,-0.0864,-0.0374,0.1511,0.0555,-0.0374,-0.1198,0.1327,-0.0316,0.1374,-0.0389,0.1403,0.1175,0.1327,-0.0374,0.1374,-0.0389,0.1327,-0.0864,0.1374,-0.0316,0.1175,-0.0374,0.1327,-0.0316,0.1374,-0.1219,-0.0374,0.1511,0.1327,-0.0374,-0.0384,0.1206,-0.0864,0.1374,-0.0389
TCGA-85-6561-01A,-0.2101,0.1132,-0.2208,0.0991,-0.2208,0.1201,-0.2033,0.1328,0.1272,-0.2138,-0.2044,-0.226,-0.2101,0.1132,-0.2011,0.0418,0.0991,-0.2209,-0.2138,0.1132,-0.2101,-0.2209,0.1201,0.1132,-0.2101,0.0991,-0.2138,-0.226,-0.2101,0.1132,-0.2044,-0.2138,0.1328,-0.2034,-0.2033,-0.2101,0.0864,0.1201,0.1132,-0.2101
