Case_IDs,RNU7-136P,RP11-795A2.2,CCDC39,LINC00969,ARHGEF26,CPN2,CLDN11,IQCJ-SCHIP1,SERPINI1,AADACL2-AS1,ATP13A4,TP63,SOX2-OT,PTX3,C3orf33,UTS2B,RP11-496B10.3,DNAJB11,AGTR1,FRG2FP,PLD1,DHX36,RSRC1,MCCC1,VEZF1P1,RP11-368I23.2,TPRG1,MED12L,AC024560.3,RP11-513G11.3,NLGN1,TM4SF18,PARL,MUC20,TERC,B3GALNT1,RP11-362A9.3,MCF2L2,RP11-197K6.1,RP11-501O2.5
TCGA-50-6590-01A,0.0723,0.0844,0.0723,-0.2461,0.0723,0.1008,0.0723,0.0723,0.0723,0.0723,0.1008,0.0844,0.0723,0.0723,0.0723,0.0844,0.0723,0.0723,0.0723,-0.063,0.0723,0.0723,0.0723,0.0723,0.0844,0.0723,0.0844,0.0723,-0.063,0.1008,0.0723,0.0723,0.0723,0.1141,0.0723,0.0723,0.0723,0.0723,0.0844,0.0723
TCGA-62-A472-10A,0.0046,-0.0012,-0.0012,-0.6546,0.0044,-0.0012,-0.0012,0.8978,-0.0012,0.0044,-0.0012,-0.0012,-0.0012,0.0044,0.0044,-0.0012,-0.0012,-0.0012,0.0044,0.02,-0.0012,0.0044,0.0044,-0.0012,-0.0012,-0.0012,-0.0012,0.0044,0.02,-0.0012,-0.0012,0.0044,-0.0012,0.02,-0.0012,0.0046,0.0044,-0.0012,-0.0012,0.0044
TCGA-85-8049-10A,0.0069,0.0057,0.0057,0.0057,0.0069,0.0057,0.0057,0.0069,0.0069,0.0069,0.0057,0.0057,0.0057,0.0069,0.0069,0.0057,0.0057,0.0057,0.0069,0.0057,0.0057,0.0069,0.0069,0.0057,0.0057,0.0069,0.0057,0.0069,0.0057,0.0057,0.0057,0.0069,0.0057,0.0057,0.0057,0.0069,0.0069,0.0057,0.0057,0.0069
TCGA-37-A5EN-10A,0.0032,0.0031,0.0031,0.0168,0.0032,0.0103,0.0056,0.0032,0.0056,0.0032,-0.0137,0.0031,0.0031,0.0032,0.0032,0.0031,0.0031,0.0031,0.0032,0.0168,0.0056,0.0032,0.0032,0.0031,0.0031,0.0056,0.0031,0.0032,0.0168,0.0103,0.0056,0.0032,0.0031,0.0168,0.0056,0.0032,0.0032,0.0031,0.0031,0.0032
TCGA-56-8629-01A,1.0984,1.075,1.4311,1.0915,0.856,1.0915,1.3662,0.8401,1.2969,0.856,1.0915,1.075,1.4311,0.9895,0.856,1.3289,1.4311,1.3284,0.713,0.5762,1.3662,0.856,0.9895,1.3284,1.1304,1.4644,1.075,0.856,1.0925,1.0915,1.438,0.713,1.3284,0.0609,1.4644,1.0984,0.856,1.3284,1.3289,0.713
TCGA-66-2767-01A,0.547,0.5611,0.5611,0.0805,0.4486,0.5831,0.5606,0.547,0.5606,0.5528,0.5831,0.6115,0.5611,0.547,0.4486,0.5632,0.5611,0.5611,0.4467,0.3856,0.5606,0.4486,0.547,0.5611,0.5553,0.5917,0.6115,0.5528,0.593,0.5831,0.5606,0.4467,0.5611,1.0692,0.5606,0.547,0.5528,0.5611,0.5632,0.4467
TCGA-86-A4P8-10A,0.0029,0.0012,0.0012,0.205,0.0029,-0.0011,0.0012,0.0029,-0.0005,0.0029,-0.0011,0.0012,0.0012,0.0029,0.0029,0.0012,0.0012,0.0012,0.0029,-0.0035,0.0012,0.0029,0.0029,0.0012,0.0012,-0.0005,0.0012,0.0029,-0.0035,-0.0011,0.0012,0.0029,0.0012,0.205,0.0012,0.0029,0.0029,0.0012,0.0012,0.0029
TCGA-63-A5MB-10A,-0.0001,-0.0008,-0.0008,-1.8747,-0.0001,0.0131,-0.0065,-0.0001,-0.0065,-0.0001,0.0131,-0.0008,-0.0008,-0.0001,-0.0001,-0.0008,-0.0008,-0.0008,-0.0001,0.0346,-0.0065,-0.0001,-0.0001,-0.0008,-0.0008,-0.0065,-0.0008,-0.0001,0.0346,0.0131,-0.0065,-0.0001,-0.0008,0.0346,-0.0065,-0.0001,-0.0001,-0.0008,-0.0008,-0.0001
TCGA-55-7815-01A,0.0846,-0.217,0.0821,-0.2155,0.0846,-0.2155,0.0821,0.0846,0.0821,0.0846,-0.2155,-0.217,-0.217,0.0846,0.0846,-0.217,0.0821,-0.217,0.083,-0.0343,0.0821,0.0846,0.0846,-0.217,-0.217,0.0821,-0.217,0.083,-0.2155,-0.2155,0.0821,0.083,-0.217,-0.2155,0.0821,0.0846,0.0846,-0.217,-0.217,0.083
TCGA-55-7727-10A,0.0062,0.0098,0.0098,0.4112,0.0062,0.012,0.0098,0.0062,0.0098,0.0062,0.012,0.0098,0.0098,0.0062,0.0062,0.0098,0.0098,0.0098,0.0062,0.0149,0.0098,0.0062,0.0062,0.0098,0.0098,0.0098,0.0098,0.0062,0.0149,0.012,0.0098,0.0062,0.0098,0.0249,0.0098,0.0062,0.0062,0.0098,0.0098,0.0062
TCGA-L9-A444-10A,0.0047,0.0033,0.0033,-0.0037,0.0047,-0.0037,0.0033,0.0047,0.0033,0.0047,-0.0037,0.0033,0.0033,0.0047,0.0047,0.0033,0.0033,0.0033,0.0047,-0.0037,0.0033,0.0047,0.0047,0.0033,0.0033,0.0033,0.0033,0.0047,-0.0037,-0.0037,0.0033,0.0047,0.0033,-0.0037,0.0033,0.0047,0.0047,0.0033,0.0033,0.0047
TCGA-64-5779-10A,0.017,0.0062,0.0062,0.0062,0.017,0.0062,0.0062,0.017,0.0062,-0.0191,0.0062,0.0062,0.0062,0.017,0.017,0.0062,0.0062,0.0062,0.0142,0.0062,0.0062,0.017,0.017,0.0062,0.0062,0.0062,0.0062,-0.0191,0.0062,0.0062,0.0062,0.0142,0.0062,0.0062,0.0062,0.017,-0.0191,0.0062,0.0062,0.0036
TCGA-56-7580-01A,0.4157,0.3063,0.7658,0.047,0.4198,0.3159,0.5676,0.4157,0.4141,0.4198,0.3159,0.3063,0.7658,0.4157,0.4157,0.2819,0.7658,0.3063,0.4198,0.3048,1.8625,0.4198,0.4157,0.7658,0.2819,0.4141,0.3063,0.4198,0.3048,0.3159,0.5718,0.4198,0.3063,0.047,2.72,0.4157,0.4198,0.7658,0.2819,0.4198
TCGA-77-6845-01A,0.2686,0.2712,2.1454,0.2643,0.2686,0.2643,0.2442,0.2686,0.2442,0.2686,0.2643,0.2712,2.1454,0.2686,0.2686,0.2712,2.1454,0.2712,0.2686,0.2203,0.7393,0.2686,0.2686,1.9912,0.2712,0.2442,0.2712,0.2686,0.2643,0.2643,0.717,0.2686,2.2444,0.2643,0.2442,0.2686,0.2686,1.9912,0.2712,0.2686
TCGA-33-4586-01A,0.4478,0.8063,0.7989,0.3491,0.4478,0.67,0.8623,0.4478,0.4378,0.4478,0.6546,0.957,0.7989,0.4478,0.4478,0.8149,0.7989,0.8063,0.4478,0.8431,1.1894,0.4478,0.4478,0.9441,0.4982,0.4378,1.0909,0.4478,0.8431,0.67,0.655,0.4478,1.0622,0.7989,0.8623,0.4478,0.4478,0.9441,0.6233,0.4478
TCGA-05-4389-10A,0.0051,0.0141,0.0141,-0.0005,0.0051,-0.0005,0.0141,0.0051,0.0141,0.0051,-0.0005,0.0046,0.0141,0.0051,0.0051,0.0046,0.0141,0.0141,0.0051,-0.3124,0.0141,0.0051,0.0051,0.0141,0.0046,0.0141,0.0046,0.0051,0.0215,-0.0005,0.0141,0.0051,0.0141,-0.3496,0.0141,0.0051,0.0051,0.0141,0.0046,0.0051
TCGA-55-A493-10A,-0.0019,-0.0005,-0.0005,0.2394,-0.0019,-0.0005,-0.0005,-0.0019,-0.0005,-0.0019,-0.0005,-0.0005,-0.0005,-0.0019,-0.0019,-0.0005,-0.0005,-0.0005,-0.005,0.0381,-0.0005,-0.0019,-0.0019,-0.0005,-0.0005,-0.0005,-0.0005,-0.0019,0.0381,-0.0005,-0.0005,-0.005,-0.0005,0.7763,-0.0005,-0.0019,-0.0019,-0.0005,-0.0005,-0.005
TCGA-52-7810-01A,0.8488,1.0502,1.0414,0.1492,0.8488,0.1492,1.0615,0.8488,0.8098,0.8488,0.1492,1.0502,1.0502,0.8488,0.8488,0.1512,1.0414,1.0502,0.8488,0.1492,1.0615,0.8488,0.8488,1.0502,0.1512,1.0676,1.0502,0.8488,0.1492,0.1492,1.0615,0.8488,1.0502,0.1492,1.0615,0.8488,0.8488,1.0502,0.1512,0.8488
TCGA-55-8506-01A,0.082,0.0665,-1.7665,-0.1684,0.0852,0.0511,0.0693,0.082,0.0847,0.0852,0.0511,0.0665,0.0371,0.0748,0.4127,0.0511,0.0838,0.0665,0.0852,0.0212,0.0693,0.0852,0.0748,0.0371,0.0511,0.0847,0.0665,0.0852,0.0212,0.0511,0.0838,0.0852,0.0371,-0.1684,0.0693,0.082,0.0852,0.0371,0.0511,0.0852
TCGA-55-6971-01A,-0.0078,-0.0108,-0.0108,-0.0108,-0.0103,-0.0108,-0.0108,-0.0078,-0.0052,-0.0103,-0.0108,-0.0108,-0.0108,-0.0103,-0.0103,-0.0108,-0.0108,-0.0108,-0.0148,-0.0258,-0.0108,-0.0103,-0.0103,-0.0108,-0.0108,-0.0052,-0.0108,-0.0103,-0.0258,-0.0108,-0.0108,-0.0148,-0.0108,-0.0108,-0.0108,-0.0078,-0.0103,-0.0108,-0.0108,-0.0148
TCGA-49-4494-11A,0.0083,0.0134,0.0134,0.0213,0.0083,0.0213,0.0243,0.0083,0.0243,0.0083,0.0213,0.0134,0.0134,0.0083,0.0083,0.0134,0.0134,0.0134,0.0083,0.0213,0.0243,0.0083,0.0083,0.0134,0.0134,0.0243,0.0134,0.0083,0.0213,0.0213,0.0243,0.0083,0.0134,0.0213,0.0243,0.0083,0.0083,0.0134,0.0134,0.0083
TCGA-37-4132-10A,0.0189,0.0182,0.0182,-0.0166,0.0189,0.0187,0.0182,0.0189,0.0182,0.0189,0.0187,0.0182,0.0182,0.0189,0.0189,0.0182,0.0182,0.0182,0.0189,0.0434,0.0182,0.0189,0.0189,0.0182,0.0182,0.0182,0.0182,0.0189,0.0434,0.0187,0.0182,0.0189,0.0182,-0.0166,0.0182,0.0189,0.0189,0.0182,0.0182,0.0189
TCGA-33-AASJ-01A,1.1718,1.217,1.217,1.2225,1.2302,1.2225,1.2315,1.1718,1.2315,1.2302,1.2225,1.0712,1.217,1.1718,1.1718,0.9813,1.217,1.217,1.2302,1.2334,1.2315,1.2302,1.1718,1.217,1.962,1.2315,1.1616,1.2302,1.2334,1.2225,1.3047,1.2302,1.217,0.8264,1.2315,1.1718,1.2302,1.217,0.9813,1.2302
TCGA-46-3765-10A,0.0208,0.0146,0.0146,0.0359,0.0208,0.0359,0.0146,0.0208,0.0146,0.0208,0.0359,0.0146,0.0146,0.0208,0.0208,0.0146,0.0146,0.0146,0.0208,0.0359,0.0146,0.0208,0.0208,0.0146,0.0146,0.0146,0.0146,0.0208,0.0359,0.0359,0.0146,0.0208,0.0146,0.0359,0.0146,0.0208,0.0208,0.0146,0.0146,0.0208
TCGA-67-3771-01A,0.6122,-1.6656,0.6617,0.8973,-0.2134,0.8973,0.6617,0.6122,0.6617,-0.2134,0.8973,0.6872,0.6617,0.5945,-0.2134,0.8591,0.6617,0.6617,0.6048,0.879,0.6617,-0.2134,0.5945,0.6617,0.045,0.6617,0.6872,0.6048,0.879,0.8973,0.6617,0.6048,0.6617,0.4107,0.6617,0.6122,-0.2134,0.6617,0.8591,0.6048
TCGA-85-8351-01A,0.1753,0.496,0.496,0.5206,0.1753,0.546,0.2067,0.1753,0.2067,0.1753,0.546,0.5477,0.496,0.1753,0.1753,0.5477,0.496,0.496,0.1753,0.2683,0.5068,0.1753,0.1753,0.496,0.5005,0.2067,0.496,0.1753,0.557,0.546,0.5068,0.1753,0.496,0.0286,0.2067,0.1753,0.1753,0.496,0.5477,0.1753
TCGA-63-6202-10A,-0.0007,-0.0003,-0.0003,0.5008,-0.0007,-0.0003,-0.0003,-0.0007,-0.0003,-0.0007,-0.0003,-0.0003,-0.0003,-0.0007,-0.0007,-0.0003,-0.0003,-0.0003,-0.0007,0.0279,-0.0003,-0.0007,-0.0007,-0.0003,-0.0003,-0.0003,-0.0003,-0.0007,0.0279,-0.0003,-0.0003,-0.0007,-0.0003,0.1176,-0.0003,-0.0002,-0.0007,-0.0003,-0.0003,-0.0007
TCGA-75-5146-10A,0.0014,0.4234,-0.0169,0.0292,0.0014,0.0292,-0.0176,0.0014,-0.0031,0.0014,0.0292,0.0019,-0.0169,0.0014,0.0014,0.0019,-0.0169,-0.0033,0.0014,0.6797,-0.0176,0.0014,0.0014,-0.0169,1.0412,-0.0031,0.0019,0.0014,0.0292,0.0292,-0.0176,0.0014,0.1123,0.0292,-0.0176,0.0014,0.0014,-0.0169,0.0019,0.0014
TCGA-91-8496-01A,-0.0568,-0.065,-0.065,-0.065,-0.0568,-0.065,-0.065,-0.0568,-0.065,-0.0568,-0.065,-0.065,-0.065,-0.0568,-0.0568,-0.065,-0.065,-0.065,-0.0568,-0.065,-0.065,-0.0568,-0.0568,-0.065,-0.065,-0.065,-0.065,-0.0568,-0.065,-0.065,-0.065,-0.0568,-0.065,-0.065,-0.065,-0.0568,-0.0568,-0.065,-0.065,-0.0568
TCGA-39-5021-01A,1.017,1.0098,1.0273,1.1193,0.6547,1.0184,1.0209,1.017,1.0209,0.6547,0.3687,1.0098,1.0273,1.0078,0.6999,1.0098,1.0273,1.0098,0.7103,0.832,1.0209,0.6547,1.0078,1.0273,1.0098,1.0209,1.0098,0.6547,1.0807,1.0184,0.3847,0.7103,1.127,0.2385,1.0209,1.017,0.6547,1.127,1.0098,0.3117
TCGA-77-7338-01A,0.8174,1.0385,1.0385,0.5753,0.8174,1.0565,0.9444,0.8174,0.6942,0.6927,1.0565,1.0385,1.0385,0.8174,0.8174,1.0385,1.0385,1.0385,0.6927,0.7896,0.9444,0.8174,0.8174,1.0385,1.0583,0.9444,1.0385,0.6927,1.0653,1.0565,0.9444,0.6927,1.0385,1.0653,0.9444,0.8174,0.6927,1.0385,1.0385,0.6927
TCGA-66-2793-11A,0.008,0.0102,0.0102,0.0202,0.008,-0.0076,0.0102,0.008,0.0102,0.008,0.0178,0.0102,0.0102,0.008,0.008,0.0102,0.0102,0.0102,0.008,0.0619,0.0102,0.008,0.008,0.0102,0.0102,0.0102,0.0102,0.008,0.0619,-0.0076,0.0102,0.008,0.0102,0.7323,0.0102,0.008,0.008,0.0102,0.0102,0.008
TCGA-64-1676-10A,-0.0005,0.0047,0.0047,0.0006,0.0014,0.0006,0.0047,-0.0005,0.0047,0.0014,0.0006,0.0047,0.0047,-0.0005,0.0014,0.0047,0.0047,0.0047,0.0014,-0.0708,0.0047,0.0014,-0.0005,0.0047,0.0047,0.0047,0.0047,0.0014,0.0477,0.0006,0.0047,0.0014,0.0047,-0.0553,0.0047,-0.0236,0.0014,0.0047,0.0047,0.0014
TCGA-66-2794-01A,0.0083,1.1943,1.6167,1.6555,0.0083,1.2166,1.3508,0.0083,1.3651,0.0548,1.2166,1.2318,2.2086,0.0083,0.0083,1.1428,1.6167,1.1943,0.0548,1.0205,1.3508,0.0083,0.0083,2.6171,1.1428,1.3651,1.1282,0.0548,1.2017,1.2166,1.4949,0.0548,1.1943,1.6555,1.3508,0.0083,0.0548,2.6171,1.1428,0.0085
TCGA-69-7765-01A,-0.0825,-0.0875,-0.0875,-0.0915,-0.0825,-0.0875,-0.0875,-0.0825,-0.0875,-0.0825,-0.0875,-0.0875,-0.0875,-0.0825,-0.0825,-0.0875,-0.0875,-0.0875,-0.0825,-0.0915,-0.0875,-0.0825,-0.0825,-0.0875,-0.0875,-0.0875,-0.0875,-0.0825,-0.0915,-0.0875,-0.0875,-0.0825,-0.0875,-0.0915,-0.0875,-0.0825,-0.0825,-0.0875,-0.0875,-0.0825
TCGA-62-A46R-10A,0.0003,0.0003,0.0003,0.0049,0.0003,0.0049,0.0003,0.0003,0.0003,0.0003,0.0049,-0.8932,0.0003,0.0003,0.0003,0.0109,0.0003,0.0003,0.0003,0.0049,0.0003,0.0003,0.0003,0.0003,0.0109,0.0003,0.0003,0.0003,0.0049,0.0049,0.0003,0.0003,0.0003,0.0049,0.0003,0.0003,0.0003,0.0003,0.0109,0.0003
TCGA-NJ-A4YQ-01A,0.0949,0.0596,0.0956,0.0834,0.0949,0.0834,0.1091,0.0949,0.1091,0.0949,0.0834,0.1073,0.0956,0.0949,0.0949,0.1073,0.0956,0.0596,0.0949,0.1208,0.1091,0.0949,0.0949,0.0956,0.1073,0.1091,-0.1815,0.0949,0.1208,0.0834,0.1091,0.0949,0.0956,0.605,0.1091,0.0949,0.0949,0.0956,0.1073,0.0949
TCGA-77-6843-10A,0.0041,-0.0008,-0.0008,0.0018,0.0041,0.0018,0.0108,0.0041,0.0108,0.0041,0.0018,-0.0008,-0.0008,0.0041,0.0041,-0.0008,-0.0008,-0.0008,0.0041,0.0314,0.0108,0.0041,0.0041,-0.0008,-0.0008,0.0108,-0.0008,0.0041,0.0314,0.0018,0.0108,0.0041,-0.0008,0.0018,0.0108,0.0041,0.0041,-0.0008,-0.0008,0.0041
TCGA-85-A4JC-01A,0.3206,0.3267,0.3267,0.3363,0.3206,0.3369,0.3211,0.3206,0.3211,0.3206,0.3369,0.3267,0.3267,0.3206,0.3206,0.3267,0.3267,0.3267,0.3206,0.3981,0.3211,0.3206,0.3206,0.3267,0.3267,0.3211,0.3267,0.3206,0.3626,0.3369,0.3211,0.3206,0.3267,0.3363,0.3211,0.3206,0.3206,0.3267,0.3267,0.3206
TCGA-56-A4BX-01A,0.6619,2.0606,2.3897,1.4572,0.0802,1.4637,2.3621,1.4524,2.3621,0.0802,1.5911,1.539,2.3897,0.0863,0.0802,1.539,2.3897,2.0606,0.1317,1.6434,2.4118,0.0802,0.0784,2.5564,1.539,2.3621,2.0254,0.0802,1.3844,1.4637,2.1822,0.0802,2.0669,1.4572,2.3621,0.6619,0.0802,2.3082,1.539,0.1317
TCGA-49-AARR-11A,0.0096,0.0093,0.0093,0.0279,0.0096,0.0279,0.0092,0.0096,0.0056,0.0096,0.0279,0.0093,0.0093,0.0096,0.0096,0.0093,0.0093,0.0093,0.0096,0.0279,0.0092,0.0096,0.0096,0.0093,0.0093,0.0056,0.0093,0.0096,0.0279,0.0279,0.0092,0.0096,0.0093,0.0279,0.0092,0.0096,0.0096,0.0093,0.0093,0.0096
TCGA-85-6175-01A,-0.1005,0.1592,0.1592,1.0121,-0.1005,0.1572,0.1524,-0.1005,0.1524,0.7455,0.1572,0.1592,0.1592,-0.1005,-0.1005,0.145,0.1592,0.1592,0.2911,0.1521,0.1524,-0.1005,-0.1005,0.1592,0.1527,0.1524,0.1592,0.747,0.1521,0.1572,0.1524,0.2911,0.1592,1.0121,0.1524,-0.1005,0.7455,0.1592,0.145,0.2911
TCGA-MP-A4TE-01A,-0.0149,-0.0108,-0.0108,0.519,-0.0149,-0.0244,-0.0108,-0.0149,-0.0108,-0.0149,-0.0244,-0.0108,-0.0108,-0.0149,-0.0149,-0.0108,-0.0108,-0.0108,-0.0149,0.0089,-0.0108,-0.0149,-0.0149,-0.0108,-0.0108,-0.0108,-0.0108,-0.0149,0.0089,-0.0244,-0.0108,-0.0149,-0.0108,0.519,-0.0108,-0.0149,-0.0149,-0.0108,-0.0108,-0.0149
TCGA-85-A50Z-10A,0.0113,0.0071,0.0071,0.2474,0.0027,0.0105,0.0071,0.0113,0.0071,0.0052,0.0105,0.0071,0.0071,0.0027,0.0027,0.0071,0.0071,0.0071,0.0052,0.0057,0.0071,0.0027,0.0027,0.0071,0.0071,0.0071,0.0071,0.0052,0.0057,0.0105,0.0071,0.0052,0.0071,0.2474,0.0071,0.0113,0.0027,0.0071,0.0071,0.0052
TCGA-55-6969-01A,0.1821,0.067,0.067,0.0719,0.1821,0.0719,0.073,0.1821,0.073,0.1821,0.0719,0.067,0.067,0.1821,0.1821,0.067,0.067,0.067,0.1821,0.0879,0.073,0.1821,0.1821,0.067,0.067,0.073,0.067,0.1821,0.0879,0.0719,0.1122,0.1821,0.067,0.0719,0.073,0.3311,0.1821,0.067,0.067,0.1821
TCGA-18-3412-11A,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0184,-0.0833,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0184,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0998,0.0184
TCGA-NC-A5HH-10A,0.0163,0.0043,0.0043,0.0234,0.0163,0.008,0.0043,0.0163,0.0043,0.009,0.008,0.0139,0.0043,0.0163,0.0163,0.008,0.0043,0.0043,0.009,0.0234,0.0043,0.0163,0.0163,0.0043,0.008,0.0043,0.0139,0.009,0.0234,0.008,0.0043,0.009,0.0043,0.0234,0.0043,0.0163,0.009,0.0043,0.008,0.009
TCGA-95-7567-10A,0.0078,0.0074,0.0074,0.0074,0.0078,0.0074,0.0074,0.0078,0.0074,0.0078,0.0074,0.0074,0.0074,0.0078,0.0078,0.0074,0.0074,0.0074,0.0078,0.0074,0.0074,0.0078,0.0078,0.0074,0.0074,0.0074,0.0074,0.0078,0.0074,0.0074,0.0074,0.0078,0.0074,0.0074,0.0074,0.0078,0.0078,0.0074,0.0074,0.0078
TCGA-85-A4PA-10A,0.0065,0.0062,0.0062,0.0071,0.0065,0.0071,0.0062,0.0065,0.0062,0.0065,0.0071,0.0062,0.0062,0.0065,0.0065,0.0071,0.0062,0.0062,0.0065,0.0071,0.0062,0.0065,0.0065,0.0062,0.0071,0.0062,0.0062,0.0065,0.0071,0.0071,0.0062,0.0065,0.0062,0.0071,0.0062,0.0065,0.0065,0.0062,0.0071,0.0065
TCGA-77-8133-10A,-0.0002,0.0102,0.0102,0.0085,0.0025,0.0085,0.0102,-0.0002,0.0102,0.0025,0.0085,0.0022,0.0102,-0.0002,-0.0002,0.0022,0.0102,0.0102,0.0064,0.0085,0.0102,0.0025,-0.0002,0.0102,0.0022,0.0102,0.0022,0.0025,0.0085,0.0085,0.0102,0.0025,0.0102,0.0085,0.0102,-0.0002,0.0025,0.0102,0.0022,0.0064
TCGA-60-2707-01A,0.5227,0.8749,0.5387,0.5542,0.5593,0.5542,0.5423,0.5227,0.5423,0.5593,0.5542,0.5404,0.5387,0.5593,0.5593,0.5556,0.5387,0.5346,0.5593,0.5697,0.5423,0.5593,-0.4188,0.5387,0.5631,0.5423,0.5404,0.5593,0.5542,0.5542,0.5423,0.5593,0.5346,0.5542,0.5423,0.589,0.5593,-1.4007,0.5556,0.5593
TCGA-90-A59Q-01A,0.1847,0.1847,0.1847,-0.3699,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.186,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847,0.186,0.1847,0.1847,0.1847,0.1847,-0.3699,0.1847,0.1847,0.1847,0.1847,0.1847,0.1847
TCGA-85-8479-01A,0.8625,0.523,1.0939,0.8045,0.8625,0.8045,0.863,0.8625,0.883,0.8625,0.5501,0.1655,1.0939,0.8625,0.8625,0.1655,1.0939,0.523,0.8625,0.8045,0.863,0.8625,0.8625,0.8162,0.5748,0.883,0.1655,0.8625,0.8045,0.8045,0.9595,0.8625,0.8162,0.8045,0.863,0.8625,0.8625,0.8162,0.1655,0.8625
TCGA-64-1681-01A,0.0152,0.0152,0.0152,-0.0107,0.2099,-0.0107,0.2109,0.0152,0.0086,0.2099,-0.0107,0.0152,0.0152,0.0152,0.2099,0.0152,0.0152,0.0152,0.0097,0.0232,0.0152,0.2099,0.0152,0.0152,0.0152,0.0086,0.0152,0.0097,0.0232,-0.0107,0.0152,0.0097,0.0152,-0.3481,0.2109,0.0152,0.2099,0.0152,0.0152,0.0097
TCGA-O2-A52N-01A,0.59,0.6403,0.6403,0.68,0.59,0.68,1.1022,0.59,0.9077,0.59,0.68,0.6403,0.6403,0.59,0.59,0.6403,0.6403,0.6403,0.6065,0.68,1.1022,0.59,0.59,0.6403,0.6403,0.5427,0.6403,0.59,0.68,0.68,0.6305,0.8215,0.6403,0.68,1.1022,0.59,0.59,0.6403,0.6403,0.6065
TCGA-63-A5MJ-10A,-0.0015,0.0042,0.0001,0.4494,-0.0015,0.0237,0.0001,-0.0015,0.0001,-0.0015,0.0237,0.0042,0.0001,-0.0015,-0.0015,0.0043,0.0001,0.0042,0.0009,0.0753,0.0001,-0.0015,-0.0015,0.0001,0.0043,0.0001,0.0042,-0.0015,0.0753,0.0237,0.0001,0.0009,0.1551,0.0753,0.0001,-0.0015,-0.0015,0.0001,0.0043,0.0009
TCGA-22-5478-01A,0.0767,0.0895,0.0895,0.0842,0.0767,0.0818,0.0894,0.0767,0.0894,0.0767,0.0818,0.0895,0.0895,0.0767,0.0767,0.0895,0.0895,0.0895,0.0767,-0.378,0.0894,0.0767,0.0767,0.0895,0.0895,0.0894,0.0895,0.0767,0.0842,0.0818,0.0894,0.0767,0.0895,0.0842,0.0894,0.0767,0.0767,0.0895,0.0895,0.0767
TCGA-50-5045-01A,-0.0158,-0.0149,-0.0149,0.2718,-0.0158,-0.0206,-0.0149,-0.0158,-0.0149,-0.0158,-0.0206,-0.0206,-0.0149,-0.0158,-0.0158,-0.0206,-0.0149,-0.0149,-0.0251,0.013,-0.0149,-0.0158,-0.0158,-0.0149,-0.0206,-0.0149,-0.0206,-0.0158,0.013,-0.0206,-0.0149,-0.0251,-0.0149,0.2718,-0.0149,-0.0158,-0.0158,-0.0149,-0.0206,-0.0251
TCGA-MN-A4N4-10A,0.0032,0.0063,-0.0039,0.0474,-0.0046,-0.0085,-0.0031,0.0032,0.0071,-0.0046,-0.0085,-0.0085,-0.0039,-0.0055,-0.0046,-0.0085,-0.0039,0.0063,-0.0046,0.0689,0.0058,-0.0046,-0.0055,-0.0039,-0.0085,0.0071,0.0063,-0.0046,0.0689,-0.0085,-0.0039,-0.0046,0.1209,0.3879,-0.0031,0.0032,-0.0046,-0.0039,-0.0085,-0.0046
TCGA-55-8299-01A,-0.0327,-0.0377,-0.039,-0.0388,-0.0327,-0.0388,-0.039,-0.0327,-0.039,-0.0327,-0.0388,-0.0377,-0.039,-0.0327,-0.0327,-0.0377,-0.039,-0.0377,-0.0327,-0.0148,-0.039,-0.0327,-0.0327,-0.0377,-0.0377,-0.039,-0.0377,-0.0327,-0.0148,-0.0388,-0.039,-0.0327,-0.0377,-0.0388,-0.039,-0.0327,-0.0327,-0.0377,-0.0377,-0.0327
TCGA-86-8669-10A,0.0107,0.0026,0.0026,-0.0017,0.0107,-0.0017,-0.0015,0.0107,0.0194,0.0107,-0.0017,-0.6509,0.0026,0.0107,0.0107,0.011,0.0026,0.0026,0.0107,-0.0017,-0.0015,0.0107,0.0107,0.0026,0.011,-0.0015,0.0026,0.0107,-0.0017,-0.0017,-0.0015,0.0107,0.0026,-0.0017,-0.0015,0.0107,0.0107,0.0026,0.011,0.0107
TCGA-56-A62T-10A,-0.001,0.0067,0.0113,0.0106,-0.001,0.0106,0.0068,-0.001,-0.0201,-0.001,0.0106,-0.9411,0.0113,-0.001,-0.001,0.0003,0.0113,0.0067,-0.001,0.0362,0.0068,-0.001,-0.001,0.0113,0.0003,-0.0201,0.0067,-0.001,0.0362,0.0106,-0.0081,-0.001,0.1224,0.0106,0.0068,-0.001,-0.001,0.0113,0.0003,-0.001
