"x"
"PDK4"
"DLX6"
"CACNA2D2"
"GABRA3"
"GPRC5A"
"ATP1A2"
"VSIG2"
"C8B"
"ARNTL2"
"HOXC8"
"C6"
"ZIC2"
"ROS1"
"POLQ"
"CDH3"
"COL17A1"
"CLDN18"
"PITX1"
"ADGRF5"
"GAL"
"MCM2"
"PPP2R2C"
"SCTR"
"CPB2"
"LRP2"
"NKAIN1"
"IGSF9"
"RAD54L"
"TMPRSS11E"
"TPX2"
"F11"
"TESC"
"LHX5"
"NOS1"
"BIRC5"
"APOH"
"RGS17"
"CDC45"
"PGC"
"DSP"
"IGFALS"
"SERPIND1"
"SUSD2"
"GGTLC2"
"MYBL2"
"FERMT1"
"PAK5"
"FAM83D"
"TOX3"
"RHOV"
"CNTD2"
"CNFN"
"POU6F2"
"LHX2"
"CA9"
"ZBTB16"
"FOLR1"
"FOXM1"
"ART4"
"ADGRD1"
"KHDRBS2"
"TTK"
"CLIC5"
"HGD"
"COL7A1"
"TNNC1"
"CENPA"
"PRG4"
"SLC2A1"
"SLC5A9"
"CHRNB4"
"SLC46A2"
"CSTA"
"GJB6"
"TWIST1"
"SFTPA1"
"HOXC13"
"HOXC11"
"C4BPA"
"DAW1"
"LYPD3"
"CEACAM8"
"TREM1"
"FOXA2"
"LRRN4"
"GNGT1"
"DUSP9"
"RGN"
"NAPSA"
"KREMEN2"
"TNS4"
"NR0B2"
"ALDH3B2"
"CHRM3"
"SFTPD"
"PEBP4"
"CNTN6"
"CHIA"
"HMGCS2"
"VTCN1"
"FAM189A2"
"PSAT1"
"MRAP2"
"TROAP"
"CAPN9"
"SCEL"
"IGF2BP3"
"SCN7A"
"IL36G"
"IL36RN"
"DMRT1"
"TFAP2A"
"FGFBP2"
"BCL2L10"
"GPR87"
"SLC39A8"
"PTPRQ"
"SSTR1"
"TICRR"
"SH3GL3"
"MYOCD"
"NLRP12"
"PADI1"
"DMRTA2"
"CYP4B1"
"GPA33"
"SELENBP1"
"SYT14"
"LEFTY2"
"DQX1"
"CNGA3"
"ZNF385B"
"TRPM8"
"UCN2"
"STXBP5L"
"ECE2"
"OTULINL"
"DCDC2"
"HTR2C"
"IGSF1"
"GSDMC"
"NTRK2"
"INA"
"SLC5A12"
"GGTLC1"
"HMGA2"
"MMP3"
"SLC16A12"
"ADGRF4"
"C16orf89"
"CYP4Z2P"
"UCHL1"
"PGM5"
"WNT3A"
"SKA1"
"FGF18"
"TMEM171"
"SLC34A2"
"GRHL3"
"ESYT3"
"HOXB13"
"IGF2BP1"
"PGLYRP3"
"DRC7"
"RSPH1"
"COX6B2"
"LY6K"
"SCGB3A1"
"LRRC52"
"PIGR"
"NOSTRIN"
"PGLYRP4"
"ALPP"
"IHH"
"CIP2A"
"SLC6A20"
"MELTF"
"HPGD"
"SCGB3A2"
"DLC1"
"EN2"
"FBP1"
"WNK2"
"GJB2"
"E2F7"
"MMP10"
"HTR3A"
"MS4A8"
"MS4A15"
"LY6D"
"KLK6"
"ABCA3"
"PLAAT5"
"GNG4"
"LGI3"
"SFTPC"
"MUCL3"
"SHOX2"
"ATOH8"
"COL4A3"
"RAB3B"
"SHE"
"STK32A"
"CTNND2"
"FAXDC2"
"CST5"
"KRT4"
"SIX2"
"PLA2G1B"
"SOX7"
"SOSTDC1"
"KRT15"
"KRT13"
"KNDC1"
"AQP4"
"GAP43"
"FADS6"
"OVOL1"
"ADAMTS20"
"NDNF"
"CBY2"
"CNTNAP2"
"IL20RB"
"WFDC5"
"GRAMD2A"
