"x"
"LPL"
"GPX2"
"RIMS2"
"PRDM16-DT"
"AC024940.2"
"SRRM3"
"FOXE1"
"ALOX15B"
"FAM216B"
"B3GNT3"
"S1PR5"
"HOXC10"
"OFCC1"
"CFAP65"
"B4GALNT4"
"NXPH4"
"CABCOCO1"
"GKN2"
"SFTPA2"
"C12orf56"
"FAM131C"
"PRAME"
"KRT5"
"FFAR4"
"SLC51B"
"KRT16"
"FOXD3"
"NPSR1"
"FYB2"
"DMBT1"
"DPPA3P2"
"GJB3"
"AC069277.1"
"ALG1L"
"KIAA0408"
"SPTSSB"
"MMP1"
"ADH1B"
"S100A2"
"GUCA2A"
"VEPH1"
"OGDHL"
"COL4A6"
"SERPINB2"
"MAP1LC3C"
"AKR1B10"
"CHIAP2"
"LDLRAD1"
"MUC21"
"ADGRF5P2"
"CALML3-AS1"
"FIRRE"
"TMEM213"
"SEC14L6"
"AC116407.1"
"C5orf49"
"RN7SKP51"
"CKMT1A"
"AL117329.1"
"ARHGEF2-AS1"
"AL591178.1"
"LHFPL3-AS2"
"SFTA1P"
"LINC01671"
"LINC01980"
"AL008733.1"
"HAGLROS"
"LINC01748"
"AKR1B15"
"AC003991.1"
"AL033519.4"
"AL136452.1"
"LINC02038"
"AC105053.1"
"NKX1-2"
"PPIAP39"
"TRPM2-AS"
"ANKRD66"
"ANKRD18B"
"STMND1"
"LNCAROD"
"DLX6-AS1"
"AC005537.2"
"LINC01807"
"SILC1"
"AC133785.1"
"AC007405.2"
"AC008268.1"
"AC128709.3"
"CKMT1B"
"KCNMB2-AS1"
"AC092969.1"
"ADAMTS9-AS2"
"MBL1P"
"RPS29P11"
"ECEL1P2"
"CASC8"
"AC133963.1"
"LINC02428"
"C8orf34-AS1"
"AC106799.2"
"AC093895.2"
"AL033397.2"
"CASC9"
"AC116049.2"
"LINC01234"
"HOXC13-AS"
"AP000866.2"
"STK32A-AS1"
"AC079160.1"
"LINC00491"
"AC079467.1"
"LINC02163"
"AC090015.1"
"PCDHA12"
"HOXA10"
"RBPMS-AS1"
"MIR2052HG"
"BBOX1-AS1"
"LINC02489"
"AL096711.2"
"AP004608.1"
"AC006206.2"
"CYP2B7P"
"AC027288.1"
"AC023509.2"
"AC025575.2"
"LINC00930"
"AL162511.1"
"MIR4713HG"
"AC013652.1"
"AC092868.2"
"LINC00261"
"AC091544.4"
"MMP12"
"LINC01977"
"LINC02864"
"AP005230.1"
"ANXA8"
"GDF10"
"AC005993.1"
"AC011511.5"
"AC010329.1"
"AC092071.1"
"GAS2L2"
"AC236972.3"
"AL135999.3"
"H2BC9"
"CCL15"
"AC025271.4"
"NLRP3P1"
"AP001972.5"
"AC007490.1"
"AC073862.2"
"AC073862.5"
"AC022497.1"
